obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,obs-ritz,wn(cm-1),intens,Aki(10^8 s^-1),fik,S(a.u.),log_gf,Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""121.5673123130200""","=""0.0000000000015""","=""121.5673123130200""","=""0.0000000000015""","="" 0.0000000000000""","=""82258.9543992821""","=""""","=""2.495e-14""","=""5.528e-16""","=""3.323e-10""","=""-14.956""",AAA,"=""0.0000000000""","=""82258.9543992821""","=""1s""","=""2S""","=""1/2""","=""2s""","=""2S""","=""1/2""",2,2,M1,"=""T7651""","=""L12363""",
obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,obs-ritz,wn(cm-1),intens,Aki(10^8 s^-1),fik,S(a.u.),log_gf,Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""""","=""""","=""365.51234""","=""0.00013""","=""""","=""27351.065""","=""""","=""6.7464e-07""","=""5.4079e-05""","=""5.2074e-03""","=""-3.36388""",AAA,"=""82259.158""","=""[109610.2232]""","=""2""","=""""","=""""","=""40""","=""""","=""""",8,3200,,"=""T8637""","=""""",
"=""""","=""""","=""365.55993""","=""0.00013""","=""""","=""27347.505""","=""""","=""7.6576e-07""","=""5.8368e-05""","=""5.6211e-03""","=""-3.33073""",AAA,"=""82259.158""","=""[109606.6628]""","=""2""","=""""","=""""","=""39""","=""""","=""""",8,3042,,"=""T8637""","=""""",
"=""""","=""""","=""365.61134""","=""0.00013""","=""""","=""27343.660""","=""""","=""8.7206e-07""","=""6.3123e-05""","=""6.0799e-03""","=""-3.29672""",AAA,"=""82259.158""","=""[109602.8177]""","=""2""","=""""","=""""","=""38""","=""""","=""""",8,2888,,"=""T8637""","=""""",
"=""365.665""","=""0.003""","=""365.66698""","=""0.00019""","=""-0.002""","=""27339.65""","=""700""","=""9.9657e-07""","=""6.8410e-05""","=""6.5901e-03""","=""-3.26179""",AAA,"=""82259.158""","=""[109598.6566]""","=""2""","=""""","=""""","=""37""","=""""","=""""",8,2738,,"=""T8637""","=""L7400c29""",
"=""365.725""","=""0.003""","=""365.72735""","=""0.00019""","=""-0.002""","=""27335.16""","=""700""","=""1.1430e-06""","=""7.4305e-05""","=""7.1591e-03""","=""-3.22589""",AAA,"=""82259.158""","=""[109594.1439]""","=""2""","=""""","=""""","=""36""","=""""","=""""",8,2592,,"=""T8637""","=""L7400c29""",
"=""365.804""","=""0.010""","=""365.79299""","=""0.00019""","=""0.011""","=""27329.3""","=""700bl""","=""1.3161e-06""","=""8.0898e-05""","=""7.7958e-03""","=""-3.18897""",AAA,"=""82259.158""","=""[109589.2390]""","=""2""","=""""","=""""","=""35""","=""""","=""""",8,2450,,"=""T8637""","=""L7400c29""",
"=""365.865""","=""0.003""","=""365.86453""","=""0.00019""","=""0.000""","=""27324.70""","=""700""","=""1.5216e-06""","=""8.8297e-05""","=""8.5104e-03""","=""-3.15097""",AAA,"=""82259.158""","=""[109583.8949]""","=""2""","=""""","=""""","=""34""","=""""","=""""",8,2312,,"=""T8637""","=""L7400c29""",
"=""365.941""","=""0.003""","=""365.94271""","=""0.00019""","=""-0.002""","=""27319.03""","=""700""","=""1.7669e-06""","=""9.6627e-05""","=""9.3153e-03""","=""-3.11181""",AAA,"=""82259.158""","=""[109578.0577]""","=""2""","=""""","=""""","=""33""","=""""","=""""",8,2178,,"=""T8637""","=""L7400c29""",
"=""366.032""","=""0.010""","=""366.02837""","=""0.00019""","=""0.004""","=""27312.2""","=""700bl""","=""2.0612e-06""","=""1.0604e-04""","=""1.0225e-02""","=""-3.07143""",AAA,"=""82259.158""","=""[109571.6647]""","=""2""","=""""","=""""","=""32""","=""""","=""""",8,2048,,"=""T8637""","=""L7400c29""",
"=""366.127""","=""0.003""","=""366.12249""","=""0.00019""","=""0.005""","=""27305.15""","=""800""","=""2.4162e-06""","=""1.1672e-04""","=""1.1258e-02""","=""-3.02976""",AAA,"=""82259.158""","=""[109564.6431]""","=""2""","=""""","=""""","=""31""","=""""","=""""",8,1922,,"=""T8637""","=""L7400c29""",
"=""366.222""","=""0.010""","=""366.22625""","=""0.00019""","=""-0.004""","=""27298.1""","=""1100bl""","=""2.8474e-06""","=""1.2889e-04""","=""1.2435e-02""","=""-2.98669""",AAA,"=""82259.158""","=""[109556.9077]""","=""2""","=""""","=""""","=""30""","=""""","=""""",8,1800,,"=""T8637""","=""L7400c29""",
"=""366.341""","=""0.010""","=""366.34098""","=""0.00019""","=""0.000""","=""27289.2""","=""900bl""","=""3.3742e-06""","=""1.4281e-04""","=""1.3783e-02""","=""-2.94214""",AAA,"=""82259.158""","=""[109548.3584]""","=""2""","=""""","=""""","=""29""","=""""","=""""",8,1682,,"=""T8637""","=""L7400c29""",
"=""366.465""","=""0.010""","=""366.46831""","=""0.00019""","=""-0.003""","=""27280.0""","=""1000bl""","=""4.0224e-06""","=""1.5882e-04""","=""1.5333e-02""","=""-2.89600""",AAA,"=""82259.158""","=""[109538.8768]""","=""2""","=""""","=""""","=""28""","=""""","=""""",8,1568,,"=""T8637""","=""L7400c29""",
"=""366.608""","=""0.003""","=""366.61016""","=""0.00019""","=""-0.002""","=""27269.32""","=""900""","=""4.8261e-06""","=""1.7732e-04""","=""1.7126e-02""","=""-2.84814""",AAA,"=""82259.158""","=""[109528.3223]""","=""2""","=""""","=""""","=""27""","=""""","=""""",8,1458,,"=""T8637""","=""L7400c29""",
"=""366.773""","=""0.003""","=""366.76881""","=""0.00019""","=""0.004""","=""27257.06""","=""1000""","=""5.8304e-06""","=""1.9882e-04""","=""1.9211e-02""","=""-2.79845""",AAA,"=""82259.158""","=""[109516.5267]""","=""2""","=""""","=""""","=""26""","=""""","=""""",8,1352,,"=""T8637""","=""L7400c29""",
"=""366.945""","=""0.003""","=""366.94705""","=""0.00019""","=""-0.002""","=""27244.28""","=""1300""","=""7.0963e-06""","=""2.2395e-04""","=""2.1649e-02""","=""-2.74676""",AAA,"=""82259.158""","=""[109503.2875]""","=""2""","=""""","=""""","=""25""","=""""","=""""",8,1250,,"=""T8637""","=""L7400c29""",
"=""367.132""","=""0.010""","=""367.14823""","=""0.00019""","=""-0.016""","=""27230.4""","=""1200bl""","=""8.7069e-06""","=""2.5352e-04""","=""2.4521e-02""","=""-2.69290""",AAA,"=""82259.158""","=""[109488.3592]""","=""2""","=""""","=""""","=""24""","=""""","=""""",8,1152,,"=""T8637""","=""L7400c29""",
"=""367.381""","=""0.003""","=""367.37649""","=""0.00019""","=""0.005""","=""27211.95""","=""1300""","=""1.0777e-05""","=""2.8854e-04""","=""2.7926e-02""","=""-2.63670""",AAA,"=""82259.158""","=""[109471.4416]""","=""2""","=""""","=""""","=""23""","=""""","=""""",8,1058,,"=""T8637""","=""L7400c29""",
"=""367.6376""","=""0.0006""","=""367.63692""","=""0.00019""","=""0.0007""","=""27192.96""","=""1400""","=""1.3467e-05""","=""3.3036e-04""","=""3.1996e-02""","=""-2.57792""",AAA,"=""82259.158""","=""[109452.1650]""","=""2""","=""""","=""""","=""22""","=""""","=""""",8,968,,"=""T8637""","=""L7436c29""",
"=""367.9370""","=""0.0006""","=""367.93589""","=""0.00019""","=""0.0011""","=""27170.84""","=""1700""","=""1.7005e-05""","=""3.8070e-04""","=""3.6902e-02""","=""-2.51632""",AAA,"=""82259.158""","=""[109430.0696]""","=""2""","=""""","=""""","=""21""","=""""","=""""",8,882,,"=""T8637""","=""L7436c29""",
"=""368.2823""","=""0.0006""","=""368.28143""","=""0.00019""","=""0.0009""","=""27145.36""","=""1700""","=""2.1719e-05""","=""4.4187e-04""","=""4.2871e-02""","=""-2.45161""",AAA,"=""82259.158""","=""[109404.5776]""","=""2""","=""""","=""""","=""20""","=""""","=""""",8,800,,"=""T8637""","=""L7436c29""",
"=""368.6831""","=""0.0006""","=""368.68376""","=""0.00019""","=""-0.0007""","=""27115.85""","=""2000""","=""2.8093e-05""","=""5.1695e-04""","=""5.0210e-02""","=""-2.38346""",AAA,"=""82259.158""","=""[109374.9555]""","=""2""","=""""","=""""","=""19""","=""""","=""""",8,722,,"=""T8637""","=""L7436c29""",
"=""369.1551""","=""0.0006""","=""369.15611""","=""0.00019""","=""-0.0010""","=""27081.18""","=""2300""","=""3.6851e-05""","=""6.1017e-04""","=""5.9340e-02""","=""-2.31146""",AAA,"=""82259.158""","=""[109340.2604]""","=""2""","=""""","=""""","=""18""","=""""","=""""",8,648,,"=""T8637""","=""L7436c29""",
"=""369.7157""","=""0.0006""","=""369.71581""","=""0.00019""","=""-0.0001""","=""27040.11""","=""2300""","=""4.9101e-05""","=""7.2738e-04""","=""7.0846e-02""","=""-2.23515""",AAA,"=""82259.158""","=""[109299.2642]""","=""2""","=""""","=""""","=""17""","=""""","=""""",8,578,,"=""T8637""","=""L7436c29""",
"=""370.3859""","=""0.0006""","=""370.38593""","=""0.00019""","="" 0.0000""","=""26991.19""","=""2800""","=""6.6583e-05""","=""8.7690e-04""","=""8.5564e-02""","=""-2.15396""",AAA,"=""82259.158""","=""[109250.3433]""","=""2""","=""""","=""""","=""16""","=""""","=""""",8,512,,"=""T8637""","=""L7436c29""",
"=""371.1978""","=""0.0006""","=""371.19774""","=""0.00019""","=""0.0001""","=""26932.15""","=""3300""","=""9.2102e-05""","=""1.0708e-03""","=""1.0471e-01""","=""-2.06721""",AAA,"=""82259.158""","=""[109191.3154]""","=""2""","=""""","=""""","=""15""","=""""","=""""",8,450,,"=""T8637""","=""L7436c29""",
"=""372.1946""","=""0.0006""","=""372.19449""","=""0.00019""","=""0.0001""","=""26860.03""","=""5000""","=""1.3032e-04""","=""1.3269e-03""","=""1.3011e-01""","=""-1.97407""",AAA,"=""82259.158""","=""[109119.1917]""","=""2""","=""""","=""""","=""14""","=""""","=""""",8,392,,"=""T8637""","=""L7436c29""",
"=""373.4369""","=""0.0006""","=""373.43746""","=""0.00020""","=""-0.0006""","=""26770.67""","=""6000""","=""1.8927e-04""","=""1.6728e-03""","=""1.6457e-01""","=""-1.87346""",AAA,"=""82259.158""","=""[109029.7913]""","=""2""","=""""","=""""","=""13""","=""""","=""""",8,338,,"=""T8637""","=""L7436c29""",
"=""""","=""""","=""375.0124905""","=""0.0000021""","=""""","=""26658.20127""","=""""","=""4.8748e-03""","=""2.0568e-03""","=""5.0799e-02""","=""-2.38579""",AAA,"=""82258.9191133""","=""108917.1203787""","=""2p""","=""2P*""","=""1/2""","=""12d""","=""2D""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""""","=""375.0125118""","=""0.0000022""","=""""","=""26658.19975""","=""""","=""2.9828e-04""","=""6.2925e-05""","=""1.5542e-03""","=""-3.90015""",AAA,"=""82258.9191133""","=""[108917.11886]""","=""2p""","=""2P*""","=""1/2""","=""12s""","=""2S""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""""","=""375.01275""","=""0.00008""","=""""","=""26658.183""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""c39""",
"=""375.0129789""","=""0.0000021""","=""375.0129789""","=""0.0000021""","="" 0.0000000""","=""26658.16654414""","=""""","=""""","=""""","=""""","=""""",,"=""82258.9543992821""","=""108917.12094342""","=""2s""","=""2S""","=""1/2""","=""12d""","=""2D""","=""5/2""",2,6,E2,"=""""","=""L11759""",
"=""""","=""""","=""375.0129867""","=""0.0000022""","=""""","=""26658.16599""","=""""","=""3.5544e-03""","=""1.4997e-03""","=""3.7040e-02""","=""-2.52298""",AAA,"=""82258.9543992821""","=""[108917.12039]""","=""2s""","=""2S""","=""1/2""","=""12p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""375.0129869""","=""0.0000021""","=""375.0129869""","=""0.0000021""","=""0.0000000""","=""26658.1659794""","=""""","=""""","=""""","=""""","=""""",,"=""82258.9543992821""","=""108917.1203787""","=""2s""","=""2S""","=""1/2""","=""12d""","=""2D""","=""3/2""",2,4,E2,"=""""","=""L11759""",
"=""""","=""""","=""375.0130082""","=""0.0000022""","=""""","=""26658.16446""","=""""","=""""","=""""","=""""","=""""",,"=""82258.9543992821""","=""[108917.11886]""","=""2s""","=""2S""","=""1/2""","=""12s""","=""2S""","=""1/2""",2,2,M1,"=""""","=""""",
"=""""","=""""","=""375.0130105""","=""0.0000022""","=""""","=""26658.16430""","=""""","=""3.5544e-03""","=""7.4983e-04""","=""1.8520e-02""","=""-2.82401""",AAA,"=""82258.9543992821""","=""[108917.11870]""","=""2s""","=""2S""","=""1/2""","=""12p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""375.0151""","=""0.0006""","=""375.01584""","=""0.00020""","=""-0.0007""","=""26658.02""","=""8000""","=""2.8337e-04""","=""2.1521e-03""","=""2.1261e-01""","=""-1.76406""",AAA,"=""82259.158""","=""108917.1209""","=""2""","=""""","=""""","=""12""","=""""","=""""",8,288,,"=""T8637""","=""L7436c29""",
"=""""","=""""","=""375.01515""","=""0.00008""","=""""","=""26658.012""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""c40""",
"=""""","=""""","=""375.0176298""","=""0.0000021""","=""""","=""26657.83594""","=""""","=""5.8495e-03""","=""1.8510e-03""","=""9.1438e-02""","=""-2.13052""",AAA,"=""82259.2850014""","=""108917.12094342""","=""2p""","=""2P*""","=""3/2""","=""12d""","=""2D""","=""5/2""",4,6,,"=""T7771""","=""""",
"=""""","=""""","=""375.01763""","=""0.00003""","=""""","=""26657.8359""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""c41""",
"=""""","=""""","=""375.0176378""","=""0.0000021""","=""""","=""26657.83538""","=""""","=""9.7489e-04""","=""2.0567e-04""","=""1.0160e-02""","=""-3.08478""",AAA,"=""82259.2850014""","=""108917.1203787""","=""2p""","=""2P*""","=""3/2""","=""12d""","=""2D""","=""3/2""",4,4,,"=""T7771""","=""""",
"=""""","=""""","=""375.0176591""","=""0.0000022""","=""""","=""26657.83386""","=""""","=""5.9661e-04""","=""6.2932e-05""","=""3.1087e-03""","=""-3.59907""",AAA,"=""82259.2850014""","=""[108917.11886]""","=""2p""","=""2P*""","=""3/2""","=""12s""","=""2S""","=""1/2""",4,2,,"=""T7771""","=""""",
"=""""","=""""","=""377.0603010""","=""0.0000021""","=""""","=""26513.42442""","=""""","=""6.3659e-03""","=""2.7153e-03""","=""6.7430e-02""","=""-2.26515""",AAA,"=""82258.9191133""","=""[108772.343536]""","=""2p""","=""2P*""","=""1/2""","=""11d""","=""2D""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""""","=""377.0603290""","=""0.0000022""","=""""","=""26513.42246""","=""""","=""3.8791e-04""","=""8.2729e-05""","=""2.0545e-03""","=""-3.78131""",AAA,"=""82258.9191133""","=""[108772.34157]""","=""2p""","=""2P*""","=""1/2""","=""11s""","=""2S""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""""","=""377.06056""","=""0.00009""","=""""","=""26513.406""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""c42""",
"=""""","=""""","=""377.0608027""","=""0.0000022""","=""""","=""26513.38915""","=""""","=""4.6164e-03""","=""1.9691e-03""","=""4.8899e-02""","=""-2.40471""",AAA,"=""82258.9543992821""","=""[108772.34355]""","=""2s""","=""2S""","=""1/2""","=""11p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""""","=""377.0608308""","=""0.0000022""","=""""","=""26513.38717""","=""""","=""""","=""""","=""""","=""""",,"=""82258.9543992821""","=""[108772.34157]""","=""2s""","=""2S""","=""1/2""","=""11s""","=""2S""","=""1/2""",2,2,M1,"=""""","=""""",
"=""""","=""""","=""377.0608340""","=""0.0000022""","=""""","=""26513.38695""","=""""","=""4.6164e-03""","=""9.8453e-04""","=""2.4449e-02""","=""-2.70574""",AAA,"=""82258.9543992821""","=""[108772.34135]""","=""2s""","=""2S""","=""1/2""","=""11p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""""","=""377.06300""","=""0.00009""","=""""","=""26513.235""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""c43""",
"=""377.0633""","=""0.0006""","=""377.06368""","=""0.00020""","=""-0.0004""","=""26513.21""","=""9000""","=""4.3972e-04""","=""2.8368e-03""","=""2.8179e-01""","=""-1.64408""",AAA,"=""82259.158""","=""108772.3445""","=""2""","=""""","=""""","=""11""","=""""","=""""",8,242,,"=""T8637""","=""L7436c29""",
"=""""","=""""","=""377.0654943""","=""0.0000021""","=""""","=""26513.05927""","=""""","=""7.6387e-03""","=""2.4437e-03""","=""1.2137e-01""","=""-2.00989""",AAA,"=""82259.2850014""","=""[108772.344270]""","=""2p""","=""2P*""","=""3/2""","=""11d""","=""2D""","=""5/2""",4,6,,"=""T7771""","=""""",
"=""""","=""""","=""377.06550""","=""0.00003""","=""""","=""26513.0589""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""c44""",
"=""""","=""""","=""377.0655047""","=""0.0000021""","=""""","=""26513.05853""","=""""","=""1.2731e-03""","=""2.7152e-04""","=""1.3486e-02""","=""-2.96414""",AAA,"=""82259.2850014""","=""[108772.343536]""","=""2p""","=""2P*""","=""3/2""","=""11d""","=""2D""","=""3/2""",4,4,,"=""T7771""","=""""",
"=""""","=""""","=""377.0655327""","=""0.0000022""","=""""","=""26513.05657""","=""""","=""7.7590e-04""","=""8.2740e-05""","=""4.1095e-03""","=""-3.48023""",AAA,"=""82259.2850014""","=""[108772.34157]""","=""2p""","=""2P*""","=""3/2""","=""11s""","=""2S""","=""1/2""",4,2,,"=""T7771""","=""""",
"=""""","=""""","=""379.7870048""","=""0.0000021""","=""""","=""26323.07431""","=""""","=""8.5386e-03""","=""3.6949e-03""","=""9.2421e-02""","=""-2.13137""",AAA,"=""82258.9191133""","=""[108581.9934250]""","=""2p""","=""2P*""","=""1/2""","=""10d""","=""2D""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""""","=""379.7870427""","=""0.0000022""","=""""","=""26323.07169""","=""""","=""5.1748e-04""","=""1.1196e-04""","=""2.8006e-03""","=""-3.64989""",AAA,"=""82258.9191133""","=""[108581.99080]""","=""2p""","=""2P*""","=""1/2""","=""10s""","=""2S""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""""","=""379.78727""","=""0.00009""","=""""","=""26323.056""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""c45""",
"=""379.7874999""","=""0.0000021""","=""379.7874999""","=""0.0000021""","=""0.0000000""","=""26323.0400016""","=""""","=""""","=""""","=""""","=""""",,"=""82258.9543992821""","=""108581.9944009""","=""2s""","=""2S""","=""1/2""","=""10d""","=""2D""","=""5/2""",2,6,E2,"=""""","=""L7369u33""",
"=""""","=""""","=""379.7875137""","=""0.0000022""","=""""","=""26323.03904""","=""""","=""6.1475e-03""","=""2.6602e-03""","=""6.6540e-02""","=""-2.27406""",AAA,"=""82258.9543992821""","=""[108581.99344]""","=""2s""","=""2S""","=""1/2""","=""10p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""""","=""379.7875518""","=""0.0000022""","=""""","=""26323.03640""","=""""","=""""","=""""","=""""","=""""",,"=""82258.9543992821""","=""[108581.99080]""","=""2s""","=""2S""","=""1/2""","=""10s""","=""2S""","=""1/2""",2,2,M1,"=""""","=""""",
"=""""","=""""","=""379.7875560""","=""0.0000022""","=""""","=""26323.03611""","=""""","=""6.1476e-03""","=""1.3301e-03""","=""3.3271e-02""","=""-2.57508""",AAA,"=""82258.9543992821""","=""[108581.99051]""","=""2s""","=""2S""","=""1/2""","=""10p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""""","=""379.78974""","=""0.00009""","=""""","=""26322.885""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""c46""",
"=""379.7909""","=""0.0006""","=""379.79044""","=""0.00020""","=""0.0005""","=""26322.80""","=""17000""","=""7.1225e-04""","=""3.8526e-03""","=""3.8546e-01""","=""-1.51116""",AAA,"=""82259.158""","=""108581.9945""","=""2""","=""""","=""""","=""10""","=""""","=""""",8,200,,"=""T8637""","=""L7436c29""",
"=""""","=""""","=""379.7922699""","=""0.0000021""","=""""","=""26322.70940""","=""""","=""1.0246e-02""","=""3.3254e-03""","=""1.6636e-01""","=""-1.87610""",AAA,"=""82259.2850014""","=""108581.9944009""","=""2p""","=""2P*""","=""3/2""","=""10d""","=""2D""","=""5/2""",4,6,,"=""T7771""","=""""",
"=""""","=""""","=""379.79227""","=""0.00003""","=""""","=""26322.7094""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""c47""",
"=""""","=""""","=""379.7922840""","=""0.0000021""","=""""","=""26322.70842""","=""""","=""1.7076e-03""","=""3.6947e-04""","=""1.8484e-02""","=""-2.83036""",AAA,"=""82259.2850014""","=""[108581.9934250]""","=""2p""","=""2P*""","=""3/2""","=""10d""","=""2D""","=""3/2""",4,4,,"=""T7771""","=""""",
"=""""","=""""","=""379.7923219""","=""0.0000022""","=""""","=""26322.70580""","=""""","=""1.0351e-03""","=""1.1198e-04""","=""5.6021e-03""","=""-3.34879""",AAA,"=""82259.2850014""","=""[108581.99080]""","=""2p""","=""2P*""","=""3/2""","=""10s""","=""2S""","=""1/2""",4,2,,"=""T7771""","=""""",
"=""""","=""""","=""383.5355892""","=""0.0000022""","=""""","=""26065.80505""","=""""","=""1.1836e-02""","=""5.2234e-03""","=""1.3194e-01""","=""-1.98102""",AAA,"=""82258.9191133""","=""[108324.724162]""","=""2p""","=""2P*""","=""1/2""","=""9d""","=""2D""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""""","=""383.5356424""","=""0.0000022""","=""""","=""26065.80144""","=""""","=""7.1201e-04""","=""1.5711e-04""","=""3.9686e-03""","=""-3.50277""",AAA,"=""82258.9191133""","=""[108324.72055]""","=""2p""","=""2P*""","=""1/2""","=""9s""","=""2S""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""""","=""383.53587""","=""0.00009""","=""""","=""26065.786""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""c48""",
"=""""","=""""","=""383.5361082""","=""0.0000022""","=""""","=""26065.76978""","=""""","=""8.4384e-03""","=""3.7240e-03""","=""9.4068e-02""","=""-2.12796""",AAA,"=""82258.9543992821""","=""[108324.72418]""","=""2s""","=""2S""","=""1/2""","=""9p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""""","=""383.5361616""","=""0.0000022""","=""""","=""26065.76615""","=""""","=""""","=""""","=""""","=""""",,"=""82258.9543992821""","=""[108324.72055]""","=""2s""","=""2S""","=""1/2""","=""9s""","=""2S""","=""1/2""",2,2,M1,"=""""","=""""",
"=""""","=""""","=""383.5361673""","=""0.0000022""","=""""","=""26065.76576""","=""""","=""8.4385e-03""","=""1.8620e-03""","=""4.7034e-02""","=""-2.42899""",AAA,"=""82258.9543992821""","=""[108324.72016]""","=""2s""","=""2S""","=""1/2""","=""9p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""""","=""383.53839""","=""0.00009""","=""""","=""26065.615""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""c49""",
"=""383.5397""","=""0.0006""","=""383.53909""","=""0.00021""","=""0.0006""","=""26065.53""","=""30000""","=""1.2156e-03""","=""5.4317e-03""","=""5.4882e-01""","=""-1.36197""",AAA,"=""82259.158""","=""108324.7253""","=""2""","=""""","=""""","=""9""","=""""","=""""",8,162,,"=""T8637""","=""L7436c29""",
"=""""","=""""","=""383.5409535""","=""0.0000022""","=""""","=""26065.44050""","=""""","=""1.4203e-02""","=""4.7011e-03""","=""2.3750e-01""","=""-1.72574""",AAA,"=""82259.2850014""","=""[108324.725501]""","=""2p""","=""2P*""","=""3/2""","=""9d""","=""2D""","=""5/2""",4,6,,"=""T7771""","=""""",
