element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,obs-ritz,wn(cm-1),intens,Aki(10^8 s^-1),fik,S(a.u.),log_gf,Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Fr,1,"=""432.5361""","=""0.0009""","=""432.53607""","=""0.00010""","=""0.0000""","=""23112.96""","=""""","=""2.64e-02""","=""7.41e-03""","=""2.11e-01""","=""-1.83""",,"=""0.000""","=""23112.960""","=""7s""","=""2S""","=""1/2""","=""8p""","=""2P*""","=""1/2""",2,2,,"=""T6898""","=""L12264""",
Fr,1,"=""494.6157""","=""0.0002""","=""494.61573""","=""0.00015""","="" 0.0000""","=""20212.075""","=""""","=""1.67e-03""","=""1.23e-03""","=""3.99e-02""","=""-2.61""",,"=""12237.409""","=""32449.483""","=""7p""","=""2P*""","=""1/2""","=""20d""","=""2D""","=""3/2""",2,4,,"=""T6898""","=""L12264""",
Fr,1,"=""495.9144""","=""0.0002""","=""495.91444""","=""0.00016""","="" 0.0000""","=""20159.145""","=""""","=""2.00e-03""","=""1.48e-03""","=""4.82e-02""","=""-2.53""",,"=""12237.409""","=""32396.552""","=""7p""","=""2P*""","=""1/2""","=""19d""","=""2D""","=""3/2""",2,4,,"=""T6898""","=""L12264""",
Fr,1,"=""496.9031""","=""0.0002""","=""496.90308""","=""0.00016""","=""0.0000""","=""20119.034""","=""""","=""4.57e-04""","=""1.69e-04""","=""5.54e-03""","=""-3.47""",,"=""12237.409""","=""32356.444""","=""7p""","=""2P*""","=""1/2""","=""20s""","=""2S""","=""1/2""",2,2,,"=""T6898""","=""L12264""",
Fr,1,"=""497.4988""","=""0.0002""","=""497.49878""","=""0.00016""","=""0.0000""","=""20094.944""","=""""","=""2.39e-03""","=""1.77e-03""","=""5.81e-02""","=""-2.45""",,"=""12237.409""","=""32332.354""","=""7p""","=""2P*""","=""1/2""","=""18d""","=""2D""","=""3/2""",2,4,,"=""T6898""","=""L12264""",
Fr,1,"=""498.7192""","=""0.0002""","=""498.71920""","=""0.00016""","="" 0.0000""","=""20045.771""","=""""","=""5.59e-04""","=""2.09e-04""","=""6.85e-03""","=""-3.38""",,"=""12237.409""","=""32283.180""","=""7p""","=""2P*""","=""1/2""","=""19s""","=""2S""","=""1/2""",2,2,,"=""T6898""","=""L12264""",
Fr,1,"=""499.4600""","=""0.0002""","=""499.45999""","=""0.00016""","=""0.0000""","=""20016.039""","=""""","=""2.98e-03""","=""2.23e-03""","=""7.34e-02""","=""-2.35""",,"=""12237.409""","=""32253.449""","=""7p""","=""2P*""","=""1/2""","=""17d""","=""2D""","=""3/2""",2,4,,"=""T6898""","=""L12264""",
Fr,1,"=""500.9918""","=""0.0002""","=""500.99176""","=""0.00016""","=""0.0000""","=""19954.841""","=""""","=""6.97e-04""","=""2.62e-04""","=""8.66e-03""","=""-3.28""",,"=""12237.409""","=""32192.251""","=""7p""","=""2P*""","=""1/2""","=""18s""","=""2S""","=""1/2""",2,2,,"=""T6898""","=""L12264""",
Fr,1,"=""501.9293""","=""0.0002""","=""501.92929""","=""0.00016""","=""0.0000""","=""19917.570""","=""""","=""3.81e-03""","=""2.88e-03""","=""9.52e-02""","=""-2.24""",,"=""12237.409""","=""32154.979""","=""7p""","=""2P*""","=""1/2""","=""16d""","=""2D""","=""3/2""",2,4,,"=""T6898""","=""L12264""",
Fr,1,"=""503.8896""","=""0.0002""","=""503.88964""","=""0.00016""","="" 0.0000""","=""19840.084""","=""""","=""8.88e-04""","=""3.38e-04""","=""1.12e-02""","=""-3.17""",,"=""12237.409""","=""32077.492""","=""7p""","=""2P*""","=""1/2""","=""17s""","=""2S""","=""1/2""",2,2,,"=""T6898""","=""L12264""",
