element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,obs-ritz,wn(cm-1),intens,Aki(10^8 s^-1),fik,S(a.u.),log_gf,Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
He,1,"=""""","=""""","=""52.2339267""","=""0.0000003""","=""""","=""191446.4531""","=""""","=""7.4848e-06""","=""1.5308e-07""","=""1.2993e-01""","=""-6.8151""",AAA,"=""[0.0000]""","=""[191446.45313936]""","=""1s2""","=""1S""","=""0""","=""1s.4d""","=""1D""","=""2""",1,5,E2,"=""T7378""","=""""",
He,1,"=""""","=""""","=""52.2965949""","=""0.0000003""","=""""","=""191217.0384""","=""""","=""5.2e-10""","=""1.1e-11""","=""6.8e-01""","=""-11.0""",C,"=""[0.0000]""","=""[191217.0383609]""","=""1s2""","=""1S""","=""0""","=""1s.4p""","=""3P*""","=""2""",1,5,M2,"=""T5612""","=""""",
He,1,"=""53.70293""","=""0.00005""","=""53.7029926""","=""0.0000003""","=""-0.00006""","=""186209.58""","=""400""","=""5.6634e+00""","=""7.3460e-02""","=""1.2988e-01""","=""-1.13395""",AAA,"=""[0.0000]""","=""[186209.3623329]""","=""1s2""","=""1S""","=""0""","=""1s.3p""","=""1P*""","=""1""",1,3,,"=""T8636c73""","=""L551""",
He,1,"=""""","=""""","=""53.7331180""","=""0.0000003""","=""""","=""186104.9641""","=""""","=""1.299e-05""","=""2.811e-07""","=""2.597e-01""","=""-6.551""",AA,"=""[0.0000]""","=""[186104.96409510]""","=""1s2""","=""1S""","=""0""","=""1s.3d""","=""1D""","=""2""",1,5,E2,"=""T7378""","=""""",
He,1,"=""""","=""""","=""53.8896007""","=""0.0000003""","=""""","=""185564.5593""","=""""","=""1.21e-09""","=""2.63e-11""","=""1.84e+00""","=""-10.58""",C,"=""[0.0000]""","=""[185564.55932651]""","=""1s2""","=""1S""","=""0""","=""1s.3p""","=""3P*""","=""2""",1,5,M2,"=""T5612""","=""""",
He,1,"=""58.43339""","=""0.00005""","=""58.4334366""","=""0.0000004""","=""-0.00005""","=""171135.03""","=""1000""","=""1.7989e+01""","=""2.7625e-01""","=""5.3143e-01""","=""-0.55869""",AAA,"=""[0.0000]""","=""[171134.894441]""","=""1s2""","=""1S""","=""0""","=""1s.2p""","=""1P*""","=""1""",1,3,,"=""T8636c73""","=""L551""",
He,1,"=""59.14121""","=""0.00005""","=""59.1412080""","=""0.0000004""","=""0.00000""","=""169086.83""","=""50""","=""1.764e-06""","=""2.775e-08""","=""5.403e-08""","=""-7.5567""",AA,"=""[0.0000]""","=""[169086.84033581]""","=""1s2""","=""1S""","=""0""","=""1s.2p""","=""3P*""","=""1""",1,3,,"=""T3585""","=""L551""",
He,1,"=""""","=""""","=""59.1412348""","=""0.0000004""","=""""","=""169086.7639""","=""""","=""3.27e-09""","=""8.57e-11""","=""7.93e+00""","=""-10.07""",A,"=""[0.0000]""","=""[169086.76391031]""","=""1s2""","=""1S""","=""0""","=""1s.2p""","=""3P*""","=""2""",1,5,M2,"=""T1494""","=""""",
He,1,"=""""","=""""","=""62.5563117""","=""0.0000004""","=""""","=""159855.9718""","=""""","=""1.272e-12""","=""2.239e-14""","=""3.463e-09""","=""-13.650""",AA,"=""[0.0000]""","=""[159855.971776]""","=""1s2""","=""1S""","=""0""","=""1s.2s""","=""3S""","=""1""",1,3,M1,"=""T1896""","=""""",
He,2,"=""""","=""""","=""102.524082655""","=""0.000000010""","=""""","=""97538.058776""","=""""","=""6.8658e-01""","=""2.1639e-02""","=""1.4607e-01""","=""-1.36374""",AA,"=""(329179.2939406)""","=""(426717.352717)""","=""2p""","=""2P*""","=""1/2""","=""6d""","=""2D""","=""3/2""",2,4,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""102.524291882""","=""0.000000009""","=""""","=""97537.859725""","=""""","=""3.9232e-02""","=""6.1823e-04""","=""4.1733e-03""","=""-2.90782""",AA,"=""(329179.2939406)""","=""(426717.1536654)""","=""2p""","=""2P*""","=""1/2""","=""6s""","=""2S""","=""1/2""",2,2,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""102.524574585""","=""0.000000010""","=""""","=""97537.590772""","=""""","=""4.5764e-01""","=""1.4423e-02""","=""9.7364e-02""","=""-1.53990""",AA,"=""(329179.762313)""","=""(426717.3530854)""","=""2s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""102.524802607""","=""0.000000010""","=""""","=""97537.373842""","=""""","=""4.5768e-01""","=""7.2123e-03""","=""4.8687e-02""","=""-1.84089""",AA,"=""(329179.762313)""","=""(426717.1361554)""","=""2s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""102.530163594""","=""0.000000010""","=""""","=""97532.273913""","=""""","=""8.2376e-01""","=""1.9474e-02""","=""2.6293e-01""","=""-1.10849""",AA,"=""(329185.15110923)""","=""(426717.425022)""","=""2p""","=""2P*""","=""3/2""","=""6d""","=""2D""","=""5/2""",4,6,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""102.530239605""","=""0.000000010""","=""""","=""97532.201608""","=""""","=""1.3729e-01""","=""2.1637e-03""","=""2.9213e-02""","=""-2.06275""",AA,"=""(329185.15110923)""","=""(426717.352717)""","=""2p""","=""2P*""","=""3/2""","=""6d""","=""2D""","=""3/2""",4,4,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""102.530448857""","=""0.000000009""","=""""","=""97532.002556""","=""""","=""7.8495e-02""","=""6.1855e-04""","=""8.3514e-03""","=""-2.60657""",AA,"=""(329185.15110923)""","=""(426717.1536654)""","=""2p""","=""2P*""","=""3/2""","=""6s""","=""2S""","=""1/2""",4,2,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""108.490747093""","=""0.000000012""","=""""","=""92173.759218""","=""""","=""1.2577e+00""","=""4.4388e-02""","=""3.1708e-01""","=""-1.05170""",AA,"=""(329179.2939406)""","=""(421353.053159)""","=""2p""","=""2P*""","=""1/2""","=""5d""","=""2D""","=""3/2""",2,4,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""108.491151976""","=""0.000000011""","=""""","=""92173.415231""","=""""","=""6.8782e-02""","=""1.2137e-03""","=""8.6700e-03""","=""-2.61485""",AA,"=""(329179.2939406)""","=""(421352.709172)""","=""2p""","=""2P*""","=""1/2""","=""5s""","=""2S""","=""1/2""",2,2,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""108.491297643""","=""0.000000011""","=""""","=""92173.291474""","=""""","=""7.9227e-01""","=""2.7961e-02""","=""1.9973e-01""","=""-1.25242""",AA,"=""(329179.762313)""","=""(421353.05378699)""","=""2s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""108.491738863""","=""0.000000011""","=""""","=""92172.916618""","=""""","=""7.9234e-01""","=""1.3982e-02""","=""9.9876e-02""","=""-1.55341""",AA,"=""(329179.762313)""","=""(421352.6789311)""","=""2s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""108.497494482""","=""0.000000012""","=""""","=""92168.026992""","=""""","=""1.5091e+00""","=""3.9949e-02""","=""5.7078e-01""","=""-0.79643""",AA,"=""(329185.15110923)""","=""(421353.178101)""","=""2p""","=""2P*""","=""3/2""","=""5d""","=""2D""","=""5/2""",4,6,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""108.497641561""","=""0.000000012""","=""""","=""92167.902050""","=""""","=""2.5150e-01""","=""4.4385e-03""","=""6.3415e-02""","=""-1.75071""",AA,"=""(329185.15110923)""","=""(421353.053159)""","=""2p""","=""2P*""","=""3/2""","=""5d""","=""2D""","=""3/2""",4,4,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""108.498046495""","=""0.000000011""","=""""","=""92167.558063""","=""""","=""1.3762e-01""","=""1.2144e-03""","=""1.7350e-02""","=""-2.31359""",AA,"=""(329185.15110923)""","=""(421352.709172)""","=""2p""","=""2P*""","=""3/2""","=""5s""","=""2S""","=""1/2""",4,2,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""121.508809287""","=""0.000000018""","=""""","=""82298.559739""","=""""","=""2.7523e+00""","=""1.2184e-01""","=""9.7478e-01""","=""-0.61318""",AA,"=""(329179.2939406)""","=""(411477.853680)""","=""2p""","=""2P*""","=""1/2""","=""4d""","=""2D""","=""3/2""",2,4,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""121.509499015""","=""0.000000013""","=""""","=""82298.092586""","=""""","=""1.5479e+00""","=""6.8525e-02""","=""5.4823e-01""","=""-0.86312""",AA,"=""(329179.762313)""","=""(411477.8548989)""","=""2s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""121.509801355""","=""0.000000013""","=""""","=""82297.887812""","=""""","=""1.3762e-01""","=""3.0462e-03""","=""2.4371e-02""","=""-2.21521""",AA,"=""(329179.2939406)""","=""(411477.1817529)""","=""2p""","=""2P*""","=""1/2""","=""4s""","=""2S""","=""1/2""",2,2,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""121.510580003""","=""0.000000013""","=""""","=""82297.360442""","=""""","=""1.5481e+00""","=""3.4268e-02""","=""2.7416e-01""","=""-1.16409""",AA,"=""(329179.762313)""","=""(411477.1227550)""","=""2s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""121.517097314""","=""0.000000018""","=""""","=""82292.946598""","=""""","=""3.3023e+00""","=""1.0966e-01""","=""1.7547e+00""","=""-0.35790""",AA,"=""(329185.15110923)""","=""(411478.097707)""","=""2p""","=""2P*""","=""3/2""","=""4d""","=""2D""","=""5/2""",4,6,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""121.517457655""","=""0.000000018""","=""""","=""82292.702571""","=""""","=""5.5036e-01""","=""1.2184e-02""","=""1.9497e-01""","=""-1.31216""",AA,"=""(329185.15110923)""","=""(411477.853680)""","=""2p""","=""2P*""","=""3/2""","=""4d""","=""2D""","=""3/2""",4,4,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""121.518449864""","=""0.000000013""","=""""","=""82292.030644""","=""""","=""2.7534e-01""","=""3.0477e-03""","=""4.8770e-02""","=""-1.91396""",AA,"=""(329185.15110923)""","=""(411477.1817529)""","=""2p""","=""2P*""","=""3/2""","=""4s""","=""2S""","=""1/2""",4,2,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""164.033212853""","=""0.000000023""","=""""","=""60963.263635""","=""""","=""8.6268e+00""","=""6.9598e-01""","=""7.5169e+00""","=""0.14363""",AA,"=""(329179.2939406)""","=""(390142.55757536)""","=""2p""","=""2P*""","=""1/2""","=""3d""","=""2D""","=""3/2""",2,4,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""164.034465424""","=""0.000000024""","=""""","=""60962.798118""","=""""","=""3.5939e+00""","=""2.8995e-01""","=""3.1316e+00""","=""-0.23665""",AA,"=""(329179.762313)""","=""(390142.5604306)""","=""2s""","=""2S""","=""1/2""","=""3p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""164.03749939""","=""0.00000003""","=""""","=""60961.670576""","=""""","=""3.3700e-01""","=""1.3595e-02""","=""1.4683e-01""","=""-1.56559""",AA,"=""(329179.2939406)""","=""(390140.964517)""","=""2p""","=""2P*""","=""1/2""","=""3s""","=""2S""","=""1/2""",2,2,,"=""T7771""","=""""",
