element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,obs-ritz,wn(cm-1),intens,Aki(10^8 s^-1),fik,S(a.u.),log_gf,Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Pa,2,"=""269.922""","=""""","=""""","=""""","=""""","=""37036.8""","=""3000""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,2,"=""282.279""","=""""","=""""","=""""","=""""","=""35415.5""","=""3000""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,2,"=""287.142""","=""""","=""""","=""""","=""""","=""34815.8""","=""3000w""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,2,"=""289.114""","=""""","=""""","=""""","=""""","=""34578.3""","=""3000w""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,2,"=""301.110""","=""""","=""""","=""""","=""""","=""33200.8""","=""3000l""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,2,"=""303.359""","=""""","=""""","=""""","=""""","=""32954.7""","=""3000s""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,2,"=""307.124""","=""""","=""""","=""""","=""""","=""32550.7""","=""3000l""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,2,"=""309.323""","=""""","=""""","=""""","=""""","=""32319.3""","=""3000l""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,2,"=""312.623""","=""""","=""""","=""""","=""""","=""31978.1""","=""3000l""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,2,"=""314.628""","=""""","=""""","=""""","=""""","=""31774.4""","=""3000l""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,2,"=""317.089""","=""""","=""""","=""""","=""""","=""31527.8""","=""3000l""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,2,"=""317.154""","=""""","=""""","=""""","=""""","=""31521.3""","=""3000l""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,2,"=""324.058""","=""""","=""""","=""""","=""""","=""30849.8""","=""3000l""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,2,"=""327.446""","=""""","=""""","=""""","=""""","=""30530.6""","=""3000""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,2,"=""333.269""","=""""","=""""","=""""","=""""","=""29997.2""","=""3000l""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,2,"=""334.666""","=""""","=""""","=""""","=""""","=""29872.0""","=""3000s""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,2,"=""345.282""","=""""","=""""","=""""","=""""","=""28953.5""","=""3000l""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,1,"=""350.497""","=""""","=""""","=""""","=""""","=""28522.8""","=""3000""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,2,"=""353.065""","=""""","=""""","=""""","=""""","=""28315.3""","=""3000s""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,1,"=""357.056""","=""""","=""""","=""""","=""""","=""27998.8""","=""3000""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,1,"=""357.182""","=""""","=""""","=""""","=""""","=""27988.9""","=""3000""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,1,"=""361.807""","=""""","=""""","=""""","=""""","=""27631.2""","=""3000""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,1,"=""363.652""","=""""","=""""","=""""","=""""","=""27491.0""","=""10000""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,1,"=""370.274""","=""""","=""""","=""""","=""""","=""26999.3""","=""3000""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,1,"=""375.267""","=""""","=""""","=""""","=""""","=""26640.1""","=""3000""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,1,"=""387.335""","=""""","=""""","=""""","=""""","=""25810.1""","=""3000""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,1,"=""393.183""","=""""","=""""","=""""","=""""","=""25426.3""","=""3000""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,2,"=""395.262""","=""""","=""""","=""""","=""""","=""25292.5""","=""3000s""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,2,"=""395.785""","=""""","=""""","=""""","=""""","=""25259.1""","=""10000l""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
