element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,obs-ritz,wn(cm-1),intens,Aki(10^8 s^-1),fik,S(a.u.),log_gf,Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Kr,3,"=""423.282""","=""""","=""423.284+""","=""""","=""-0.002""","=""23618.26""","=""2""","=""""","=""""","=""""","=""""",,"=""184891.82""","=""208509.99""","=""4s2.4p3.(2P*).4d""","=""3D*""","=""3""","=""4s2.4p3.(2P*).5p""","=""3D""","=""2""",7,5,,"=""""","=""L3356""",
Kr,2,"=""423.343""","=""""","=""423.343+""","=""""","=""0.000""","=""23614.86""","=""2h""","=""""","=""""","=""""","=""""",,"=""149514.06""","=""173128.92""","=""4s2.4p4.(1D).4d""","=""2D""","=""5/2""","=""4s2.4p4.(3P<1>).4f""","=""2[3]*""","=""7/2""",6,8,,"=""""","=""L7386""",
Kr,3,"=""423.372""","=""""","=""423.373+""","=""""","=""-0.001""","=""23613.24""","=""1h""","=""""","=""""","=""""","=""""",,"=""175211.16""","=""198824.35""","=""4s2.4p3.(2P*).4d""","=""3F*""","=""2""","=""4s2.4p3.(2D*).5p""","=""3P""","=""1""",5,3,,"=""""","=""L3356""",
Kr,2,"=""423.664""","=""""","=""423.6637+""","=""""","=""0.000""","=""23597.0""","=""100hl""","=""""","=""""","=""""","=""""",,"=""134286.667""","=""157883.65""","=""4s2.4p4.(3P).5p""","=""4P*""","=""3/2""","=""4s2.4p4.(3P).6s""","=""4P""","=""3/2""",4,4,,"=""""","=""L7386""",
Kr,3,"=""424.433""","=""""","=""424.432+""","=""""","=""0.001""","=""23554.21""","=""5h""","=""""","=""""","=""""","=""""",,"=""188569.14""","=""212123.41""","=""4s2.4p3.(2D*).4d""","=""3P*""","=""2""","=""4s2.4p3.(2P*).5p""","=""1D""","=""2""",5,5,,"=""""","=""L3356""",
Kr,2,"=""425.05798""","=""""","=""425.0580+""","=""""","=""0.0000""","=""23519.581""","=""150""","=""1.2e-01""","=""3.3e-02""","=""1.8e+00""","=""-0.88""",D,"=""118474.359""","=""141993.940""","=""4s2.4p4.(3P).5s""","=""2P""","=""3/2""","=""4s2.4p4.(3P).5p""","=""2D*""","=""3/2""",4,4,,"=""T3408""","=""L605""",
Kr,2,"=""425.267""","=""""","=""425.268+""","=""""","=""-0.001""","=""23508.0""","=""50hs""","=""""","=""""","=""""","=""""",,"=""150178.13""","=""173686.12""","=""4s2.4p4.(1D).4d""","=""2D""","=""3/2""","=""4s2.4p4.(3P<0>).4f""","=""2[3]*""","=""5/2""",4,6,,"=""""","=""L7386""",
Kr,2,"=""425.485""","=""""","=""425.4844+""","=""""","=""0.001""","=""23496.0""","=""100hl""","=""""","=""""","=""""","=""""",,"=""138379.610""","=""161875.62""","=""4s2.4p4.(3P).5p""","=""4D*""","=""3/2""","=""4s2.4p4.(3P).6s""","=""4P""","=""1/2""",4,2,,"=""""","=""L7386""",
Kr,2,"=""426.085""","=""""","=""426.0859+""","=""""","=""-0.001""","=""23462.9""","=""5hl""","=""""","=""""","=""""","=""""",,"=""139101.568""","=""162564.41""","=""4s2.4p4.(3P).5p""","=""2P*""","=""1/2""","=""4s2.4p4.(3P).5d""","=""4D""","=""1/2""",2,2,,"=""""","=""L7386""",
Kr,1,"=""426.32856""","=""""","=""426.32856+""","=""""","="" 0.00000""","=""23449.4873""","=""20""","=""""","=""""","=""""","=""""",,"=""85846.7046""","=""109296.1917""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).8p""","=""2[1/2]""","=""0""",3,1,,"=""""","=""L11281""",
Kr,2,"=""426.857""","=""""","=""426.8551+""","=""""","=""0.002""","=""23420.5""","=""60Hl""","=""""","=""""","=""""","=""""",,"=""138379.610""","=""161800.17""","=""4s2.4p4.(3P).5p""","=""4D*""","=""3/2""","=""4s2.4p4.(3P).6s""","=""2P""","=""3/2""",4,4,,"=""""","=""L7386""",
