element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,obs-ritz,wn(cm-1),intens,Aki(10^8 s^-1),fik,S(a.u.),log_gf,Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Ni,5,"=""37.34177""","=""0.00020""","=""37.34189""","=""0.00003""","=""-0.00012""","=""267796.6""","=""280p""","=""1.23e+00""","=""2.58e-03""","=""2.86e-02""","=""-1.634""",E,"=""29123.98""","=""296919.73""","=""3d6""","=""3F2""","=""4""","=""3d5.(4D).4p""","=""5D*""","=""4""",9,9,,"=""T6653c93""","=""L3912""",
Ni,5,"=""37.34491""","=""0.00020""","=""37.34510""","=""0.00003""","=""-0.00019""","=""267774.1""","=""140d""","=""1.23e+00""","=""2.56e-03""","=""2.84e-02""","=""-1.637""",D+,"=""29123.98""","=""296896.72""","=""3d6""","=""3F2""","=""4""","=""3d5.(4G).4p""","=""3G*""","=""4""",9,9,,"=""T6653c93""","=""L3739""",
Ni,5,"=""37.35211""","=""0.00010""","=""37.35201""","=""0.00006""","=""0.00010""","=""267722.5""","=""220""","=""2.03e+00""","=""3.31e-03""","=""3.66e-02""","=""-1.526""",E,"=""29123.98""","=""296847.2""","=""3d6""","=""3F2""","=""4""","=""3d5.(4G).4p""","=""3G*""","=""3""",9,7,,"=""T6653c93""","=""L3739""",
Ni,5,"=""37.35364""","=""0.00020""","=""37.35369""","=""0.00004""","=""-0.00005""","=""267711.5""","=""250d""","=""2.25e+00""","=""5.75e-03""","=""6.37e-02""","=""-1.286""",D+,"=""42208.66""","=""309919.83""","=""3d6""","=""1G2""","=""4""","=""3d5.(2I).4p""","=""3H*""","=""5""",9,11,,"=""T6653c93""","=""L3739""",
Ni,5,"=""37.36052""","=""0.00010""","=""37.36056""","=""0.00003""","=""-0.00004""","=""267662.2""","=""3100""","=""2.15e+01""","=""3.69e-02""","=""4.99e-01""","=""-0.392""",D+,"=""33256.60""","=""300918.54""","=""3d6""","=""3G""","=""5""","=""3d5.(4D).4p""","=""3F*""","=""4""",11,9,,"=""T6653c93""","=""L3739""",
Ni,5,"=""37.36436""","=""0.00010""","=""37.36438""","=""0.00004""","=""-0.00002""","=""267634.7""","=""640""","=""1.03e+01""","=""2.76e-02""","=""2.38e-01""","=""-0.714""",D+,"=""57924.5""","=""325559.11""","=""3d6""","=""1F""","=""3""","=""3d5.(2F2).4p""","=""1G*""","=""4""",7,9,,"=""T6653c93""","=""L3739""",
Ni,5,"=""37.36903""","=""0.00010""","=""37.36901""","=""0.00007""","=""0.00002""","=""267601.3""","=""210""","=""7.13e+00""","=""4.48e-02""","=""5.51e-02""","=""-1.349""",D+,"=""47700.1""","=""315301.5""","=""3d6""","=""1S2""","=""0""","=""3d5.(2F1).4p""","=""3D*""","=""1""",1,3,,"=""T6653c93""","=""L3739""",
Ni,5,"=""37.37598""","=""0.00010""","=""37.37593""","=""0.00004""","=""0.00005""","=""267551.5""","=""540""","=""3.59e+00""","=""6.37e-03""","=""1.02e-01""","=""-1.082""",D+,"=""41252.8""","=""308804.66""","=""3d6""","=""1I""","=""6""","=""3d5.(2I).4p""","=""1H*""","=""5""",13,11,,"=""T6653c93""","=""L3739""",
Ni,5,"=""37.38038""","=""0.00025""","=""37.38051""","=""0.00004""","=""-0.00013""","=""267520.0""","=""520H""","=""2.08e+00""","=""2.61e-03""","=""1.61e-02""","=""-1.884""",E,"=""29898.9""","=""297418.01""","=""3d6""","=""3F2""","=""2""","=""3d5.(4D).4p""","=""5D*""","=""1""",5,3,,"=""T6653c93""","=""L3739""",
Ni,5,"=""37.3903""","=""0.0006""","=""37.39012""","=""0.00004""","=""0.0002""","=""267448.9""","=""440d*""","=""2.49e+00""","=""4.05e-03""","=""4.49e-02""","=""-1.438""",E,"=""29123.98""","=""296574.3""","=""3d6""","=""3F2""","=""4""","=""3d5.(4D).4p""","=""5D*""","=""3""",9,7,,"=""T6653c93""","=""L3739""",
Ni,5,"=""37.3903""","=""0.0006""","=""37.39115""","=""0.00003""","=""-0.0008""","=""267448.9""","=""440d*""","=""2.75e+00""","=""4.12e-03""","=""3.55e-02""","=""-1.540""",E,"=""29571.09""","=""297014.09""","=""3d6""","=""3F2""","=""3""","=""3d5.(4D).4p""","=""5D*""","=""2""",7,5,,"=""T6653c93""","=""L3739""",
Ni,5,"=""37.39597""","=""0.00010""","=""37.39609""","=""0.00004""","=""-0.00012""","=""267408.5""","=""2400""","=""2.03e+01""","=""3.31e-02""","=""3.67e-01""","=""-0.526""",D+,"=""34062.09""","=""301469.7""","=""3d6""","=""3G""","=""4""","=""3d5.(4D).4p""","=""3F*""","=""3""",9,7,,"=""T6653c93""","=""L3739""",
