element,sp_num,obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,obs-ritz,wn(cm-1),intens,Aki(10^8 s^-1),fik,S(a.u.),log_gf,Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Li,2,"=""""","=""519.947""","=""0.006""","=""""","=""19227.36""","=""""","=""2.3414e-03""","=""5.6970e-04""","=""4.8772e-02""","=""-2.54539""",AAA,"=""[581885.83]""","=""[601113.19]""","=""1s.4p""","=""3P*""","=""2""","=""1s.7d""","=""3D""","=""1""",5,3,,"=""T8636c73""","=""""",
Li,1,"=""527.1""","=""527""","=""4""","=""0""","=""18970""","=""*""","=""""","=""""","=""""","=""""",,"=""506300""","=""525280""","=""1s.2s.3d""","=""4D""","=""7/2""","=""1s.2p.3d""","=""4D*""","=""7/2""",8,8,,"=""""","=""L1235,L3354""",
Li,1,"=""527.1""","=""527""","=""4""","=""0""","=""18970""","=""*""","=""""","=""""","=""""","=""""",,"=""506300""","=""525280""","=""1s.2s.3d""","=""4D""","=""7/2""","=""1s.2p.3d""","=""4D*""","=""5/2""",8,6,,"=""""","=""L1235,L3354""",
Li,1,"=""527.1""","=""527""","=""4""","=""0""","=""18970""","=""*""","=""""","=""""","=""""","=""""",,"=""506300""","=""525280""","=""1s.2s.3d""","=""4D""","=""5/2""","=""1s.2p.3d""","=""4D*""","=""7/2""",6,8,,"=""""","=""L1235,L3354""",
Li,1,"=""527.1""","=""527""","=""4""","=""0""","=""18970""","=""*""","=""""","=""""","=""""","=""""",,"=""506300""","=""525280""","=""1s.2s.3d""","=""4D""","=""5/2""","=""1s.2p.3d""","=""4D*""","=""5/2""",6,6,,"=""""","=""L1235,L3354""",
Li,1,"=""527.1""","=""527""","=""4""","=""0""","=""18970""","=""*""","=""""","=""""","=""""","=""""",,"=""506300""","=""525280""","=""1s.2s.3d""","=""4D""","=""5/2""","=""1s.2p.3d""","=""4D*""","=""3/2""",6,4,,"=""""","=""L1235,L3354""",
Li,1,"=""527.1""","=""527""","=""4""","=""0""","=""18970""","=""*""","=""""","=""""","=""""","=""""",,"=""506300""","=""525280""","=""1s.2s.3d""","=""4D""","=""3/2""","=""1s.2p.3d""","=""4D*""","=""5/2""",4,6,,"=""""","=""L1235,L3354""",
Li,1,"=""527.1""","=""527""","=""4""","=""0""","=""18970""","=""*""","=""""","=""""","=""""","=""""",,"=""506300""","=""525280""","=""1s.2s.3d""","=""4D""","=""3/2""","=""1s.2p.3d""","=""4D*""","=""3/2""",4,4,,"=""""","=""L1235,L3354""",
Li,1,"=""527.1""","=""527""","=""4""","=""0""","=""18970""","=""*""","=""""","=""""","=""""","=""""",,"=""506300""","=""525280""","=""1s.2s.3d""","=""4D""","=""3/2""","=""1s.2p.3d""","=""4D*""","=""1/2""",4,2,,"=""""","=""L1235,L3354""",
Li,1,"=""527.1""","=""527""","=""4""","=""0""","=""18970""","=""*""","=""""","=""""","=""""","=""""",,"=""506300""","=""525280""","=""1s.2s.3d""","=""4D""","=""1/2""","=""1s.2p.3d""","=""4D*""","=""3/2""",2,4,,"=""""","=""L1235,L3354""",
Li,1,"=""527.1""","=""527""","=""4""","=""0""","=""18970""","=""*""","=""""","=""""","=""""","=""""",,"=""506300""","=""525280""","=""1s.2s.3d""","=""4D""","=""1/2""","=""1s.2p.3d""","=""4D*""","=""1/2""",2,2,,"=""""","=""L1235,L3354""",
Li,1,"=""531.5""","=""""","=""""","=""""","=""18810""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1614""",
Li,2,"=""""","=""532.949""","=""0.004""","=""""","=""18758.32""","=""""","=""7.6822e-03""","=""9.8193e-03""","=""1.7233e-01""","=""-2.00792""",AAA,"=""[581884.71]""","=""[600643.03]""","=""1s.4p""","=""3P*""","=""0""","=""1s.7s""","=""3S""","=""1""",1,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""532.960""","=""0.004""","=""""","=""18757.92""","=""""","=""2.3047e-02""","=""9.8198e-03""","=""5.1703e-01""","=""-1.53078""",AAA,"=""[581885.11]""","=""[600643.03]""","=""1s.4p""","=""3P*""","=""1""","=""1s.7s""","=""3S""","=""1""",3,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""532.980""","=""0.004""","=""""","=""18757.20""","=""""","=""3.8412e-02""","=""9.8206e-03""","=""8.6182e-01""","=""-1.30889""",AAA,"=""[581885.83]""","=""[600643.03]""","=""1s.4p""","=""3P*""","=""2""","=""1s.7s""","=""3S""","=""1""",5,3,,"=""T8636c73""","=""""",
Li,1,"=""539.5""","=""""","=""""","=""""","=""18530""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1614""",
Li,2,"=""""","=""540.153""","=""0.004""","=""""","=""18508.14""","=""""","=""1.589e-02""","=""9.735e-03""","=""8.658e-01""","=""-1.3127""",AA,"=""[582612.54]""","=""[601120.68]""","=""1s.4d""","=""3D""","=""2""","=""1s.7f""","=""1F*""","=""3""",5,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""540.175""","=""0.008""","=""""","=""18507.4""","=""""","=""9.9189e-02""","=""7.2357e-02""","=""3.8613e+00""","=""-0.66340""",AAA,"=""[582612.15]""","=""[601119.54]""","=""1s.4d""","=""3D""","=""1""","=""1s.7f""","=""3F*""","=""2""",3,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""540.172""","=""0.004""","=""""","=""18507.48""","=""""","=""2.130e-03""","=""9.324e-04""","=""1.161e-01""","=""-2.185""",AA,"=""[582613.20]""","=""[601120.68]""","=""1s.4d""","=""3D""","=""3""","=""1s.7f""","=""1F*""","=""3""",7,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""540.186""","=""0.007""","=""""","=""18507.00""","=""""","=""1.8365e-02""","=""8.0386e-03""","=""7.1497e-01""","=""-1.39585""",AAA,"=""[582612.54]""","=""[601119.54]""","=""1s.4d""","=""3D""","=""2""","=""1s.7f""","=""3F*""","=""2""",5,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""540.186""","=""0.007""","=""""","=""18507.00""","=""""","=""8.9075e-02""","=""5.4585e-02""","=""4.8549e+00""","=""-0.56396""",AAA,"=""[582612.54]""","=""[601119.54]""","=""1s.4d""","=""3D""","=""2""","=""1s.7f""","=""3F*""","=""3""",5,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""540.205""","=""0.007""","=""""","=""18506.34""","=""""","=""5.2482e-04""","=""1.6410e-04""","=""2.0434e-02""","=""-2.93980""",AAA,"=""[582613.20]""","=""[601119.54]""","=""1s.4d""","=""3D""","=""3""","=""1s.7f""","=""3F*""","=""2""",7,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""540.205""","=""0.007""","=""""","=""18506.34""","=""""","=""1.0990e-02""","=""4.8108e-03""","=""5.9906e-01""","=""-1.47268""",AAA,"=""[582613.20]""","=""[601119.54]""","=""1s.4d""","=""3D""","=""3""","=""1s.7f""","=""3F*""","=""3""",7,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""540.205""","=""0.007""","=""""","=""18506.34""","=""""","=""1.1808e-01""","=""6.6456e-02""","=""8.2754e+00""","=""-0.33237""",AAA,"=""[582613.20]""","=""[601119.54]""","=""1s.4d""","=""3D""","=""3""","=""1s.7f""","=""3F*""","=""4""",7,9,,"=""T8636c73""","=""""",
Li,2,"=""""","=""540.665""","=""0.005""","=""""","=""18490.60""","=""""","=""9.9778e-02""","=""6.1252e-02""","=""5.4527e+00""","=""-0.51391""",AAA,"=""[582630.08]""","=""[601120.68]""","=""1s.4d""","=""1D""","=""2""","=""1s.7f""","=""1F*""","=""3""",5,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""540.698""","=""0.007""","=""""","=""18489.5""","=""""","=""3.693e-06""","=""1.620e-06""","=""1.442e-04""","=""-5.0916""",AA,"=""[582630.08]""","=""[601119.54]""","=""1s.4d""","=""1D""","=""2""","=""1s.7f""","=""3F*""","=""2""",5,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""540.698""","=""0.007""","=""""","=""18489.5""","=""""","=""1.796e-02""","=""1.103e-02""","=""9.819e-01""","=""-1.2585""",AA,"=""[582630.08]""","=""[601119.54]""","=""1s.4d""","=""1D""","=""2""","=""1s.7f""","=""3F*""","=""3""",5,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""541.091""","=""0.005""","=""""","=""18476.05""","=""""","=""5.193e-04""","=""1.629e-04""","=""2.032e-02""","=""-2.9429""",AA,"=""[582642.10]""","=""[601118.15]""","=""1s.4f""","=""3F*""","=""3""","=""1s.7d""","=""1D""","=""2""",7,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""541.122""","=""0.005""","=""""","=""18474.98""","=""""","=""1.3011e-03""","=""4.0820e-04""","=""5.0917e-02""","=""-2.54403""",AAA,"=""[582643.17]""","=""[601118.15]""","=""1s.4f""","=""1F*""","=""3""","=""1s.7d""","=""1D""","=""2""",7,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""541.205""","=""0.004""","=""""","=""18472.14""","=""""","=""4.2047e-06""","=""2.5863e-06""","=""2.3047e-04""","=""-4.88834""",AAA,"=""[582642.10]""","=""[601114.24]""","=""1s.4f""","=""3F*""","=""2""","=""1s.7d""","=""3D""","=""3""",5,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""541.205""","=""0.004""","=""""","=""18472.14""","=""""","=""1.0369e-04""","=""4.5557e-05""","=""5.6835e-03""","=""-3.49634""",AAA,"=""[582642.10]""","=""[601114.24]""","=""1s.4f""","=""3F*""","=""3""","=""1s.7d""","=""3D""","=""3""",7,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""541.205""","=""0.004""","=""""","=""18472.14""","=""""","=""1.7029e-03""","=""5.8192e-04""","=""9.3340e-02""","=""-2.28089""",AAA,"=""[582642.10]""","=""[601114.24]""","=""1s.4f""","=""3F*""","=""4""","=""1s.7d""","=""3D""","=""3""",9,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""541.225""","=""0.004""","=""""","=""18471.48""","=""""","=""2.0600e-04""","=""9.0515e-05""","=""8.0661e-03""","=""-3.34431""",AAA,"=""[582642.10]""","=""[601113.58]""","=""1s.4f""","=""3F*""","=""2""","=""1s.7d""","=""3D""","=""2""",5,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""541.225""","=""0.004""","=""""","=""18471.48""","=""""","=""1.1797e-03""","=""3.7025e-04""","=""4.6192e-02""","=""-2.58641""",AAA,"=""[582642.10]""","=""[601113.58]""","=""1s.4f""","=""3F*""","=""3""","=""1s.7d""","=""3D""","=""2""",7,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""541.236""","=""0.007""","=""""","=""18471.09""","=""""","=""1.8543e-03""","=""4.8888e-04""","=""4.3567e-02""","=""-2.61183""",AAA,"=""[582642.10]""","=""[601113.19]""","=""1s.4f""","=""3F*""","=""2""","=""1s.7d""","=""3D""","=""1""",5,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""541.237""","=""0.004""","=""""","=""18471.07""","=""""","=""4.347e-05""","=""1.910e-05""","=""2.383e-03""","=""-3.8739""",AA,"=""[582643.17]""","=""[601114.24]""","=""1s.4f""","=""1F*""","=""3""","=""1s.7d""","=""3D""","=""3""",7,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""541.256""","=""0.004""","=""""","=""18470.41""","=""""","=""4.686e-04""","=""1.471e-04""","=""1.835e-02""","=""-2.9874""",AA,"=""[582643.17]""","=""[601113.58]""","=""1s.4f""","=""1F*""","=""3""","=""1s.7d""","=""3D""","=""2""",7,5,,"=""T8636c73""","=""""",
Li,1,"=""544.0""","=""""","=""""","=""""","=""18380""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1614""",
Li,2,"=""""","=""539.3""","=""0.9""","=""""","=""18540""","=""""","=""7.4249e-03""","=""1.9798e-03""","=""1.7743e-01""","=""-2.00441""",AAA,"=""[582630.08]""","=""[601169]""","=""1s.4d""","=""1D""","=""2""","=""1s.7p""","=""1P*""","=""1""",5,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""546.84""","=""0.04""","=""""","=""18281.7""","=""""","=""8.5185e-02""","=""6.3635e-02""","=""3.4364e+00""","=""-0.71918""",AAA,"=""[582836.5]""","=""[601118.15]""","=""1s.4p""","=""1P*""","=""1""","=""1s.7d""","=""1D""","=""2""",3,5,,"=""T8636c73""","=""""",
Li,2,"=""548.355""","=""548.346""","=""0.004""","=""0.009""","=""18231.3""","=""600c""","=""2.2726e-01""","=""3.4169e-02""","=""1.8510e+00""","=""-0.98925""",AAA,"=""[476034.11]""","=""[494265.70]""","=""1s.2s""","=""3S""","=""1""","=""1s.2p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""L7397""",
Li,2,"=""""","=""548.440""","=""0.004""","=""""","=""18228.46""","=""""","=""2.2727e-01""","=""1.7090e-01""","=""9.2597e+00""","=""-0.29013""",AAA,"=""[476034.11]""","=""[494262.57]""","=""1s.2s""","=""3S""","=""1""","=""1s.2p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""""",
Li,2,"=""548.565""","=""548.509""","=""0.004""","=""0.056""","=""18224.3""","=""600c""","=""2.2720e-01""","=""1.0256e-01""","=""5.5579e+00""","=""-0.51191""",AAA,"=""[476034.11]""","=""[494260.30]""","=""1s.2s""","=""3S""","=""1""","=""1s.2p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""L7397""",
Li,2,"=""""","=""552.54""","=""0.07""","=""""","=""18093.2""","=""""","=""5.6589e-02""","=""8.6321e-03""","=""4.7102e-01""","=""-1.58676""",AAA,"=""[582836.5]""","=""[600929.7]""","=""1s.4p""","=""1P*""","=""1""","=""1s.7s""","=""1S""","=""0""",3,1,,"=""T8636c73""","=""""",
Li,2,"=""""","=""565.388""","=""0.005""","=""""","=""17682.07""","=""""","=""4.5795e-02""","=""3.6598e-02""","=""2.0442e+00""","=""-0.95942""",AAA,"=""[579980.46]""","=""[597662.53]""","=""1s.4s""","=""3S""","=""1""","=""1s.6p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""565.409""","=""0.005""","=""""","=""17681.40""","=""""","=""4.5797e-02""","=""2.1961e-02""","=""1.2267e+00""","=""-1.1812""",AAA,"=""[579980.46]""","=""[597661.86]""","=""1s.4s""","=""3S""","=""1""","=""1s.6p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""565.421""","=""0.005""","=""""","=""17681.02""","=""""","=""4.5795e-02""","=""7.3205e-03""","=""4.0891e-01""","=""-1.65834""",AAA,"=""[579980.46]""","=""[597661.48]""","=""1s.4s""","=""3S""","=""1""","=""1s.6p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""""",
Li,1,"=""610.354""","=""610.353""","=""0.005""","=""0.001""","=""16379.4""","=""320""","=""5.7138e-01""","=""6.3858e-01""","=""2.5670e+01""","=""0.10625""",AAA,"=""14903.66""","=""31283.08""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.3d""","=""2D""","=""3/2""",2,4,,"=""T6505LS""","=""L7397""",
Li,1,"=""""","=""610.364""","=""0.005""","=""""","=""16379.12""","=""""","=""6.8562e-01""","=""5.7472e-01""","=""4.6206e+01""","=""0.36151""",AAA,"=""14904.00""","=""31283.12""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.3d""","=""2D""","=""5/2""",4,6,,"=""T6505LS""","=""""",
Li,1,"=""610.365""","=""610.366""","=""0.005""","=""-0.001""","=""16379.1""","=""320""","=""1.1427e-01""","=""6.3856e-02""","=""5.1339e+00""","=""-0.59274""",AAA,"=""14904.00""","=""31283.08""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.3d""","=""2D""","=""3/2""",4,4,,"=""T6505LS""","=""L7397""",
Li,2,"=""""","=""613.864""","=""0.008""","=""""","=""16285.75""","=""""","=""2.166e-07""","=""6.122e-07""","=""8.440e+02""","=""-6.213""",AA,"=""[581595.90]""","=""[597881.65]""","=""1s.4s""","=""1S""","=""0""","=""1s.6d""","=""1D""","=""2""",1,5,E2,"=""T7378""","=""""",
Li,2,"=""""","=""611.81""","=""0.19""","=""""","=""16340""","=""""","=""5.1772e-02""","=""8.8296e-02""","=""1.7900e+00""","=""-1.05406""",AAA,"=""[581595.90]""","=""[597936.4]""","=""1s.4s""","=""1S""","=""0""","=""1s.6p""","=""1P*""","=""1""",1,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""625.219""","=""0.009""","=""""","=""15989.97""","=""""","=""7.3471e-02""","=""1.2924e-01""","=""2.6609e+00""","=""-0.88860""",AAA,"=""[581884.71]""","=""[597874.68]""","=""1s.4p""","=""3P*""","=""0""","=""1s.6d""","=""3D""","=""1""",1,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""625.219""","=""0.006""","=""""","=""15989.96""","=""""","=""9.9176e-02""","=""9.6921e-02""","=""5.9864e+00""","=""-0.53646""",AAA,"=""[581885.11]""","=""[597875.07]""","=""1s.4p""","=""3P*""","=""1""","=""1s.6d""","=""3D""","=""2""",3,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""625.222""","=""0.006""","=""""","=""15989.90""","=""""","=""1.3225e-01""","=""1.0856e-01""","=""1.1176e+01""","=""-0.2653""",AAA,"=""[581885.83]""","=""[597875.73]""","=""1s.4p""","=""3P*""","=""2""","=""1s.6d""","=""3D""","=""3""",5,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""625.235""","=""0.009""","=""""","=""15989.57""","=""""","=""5.5103e-02""","=""3.2311e-02""","=""1.9958e+00""","=""-1.01352""",AAA,"=""[581885.11]""","=""[597874.68]""","=""1s.4p""","=""3P*""","=""1""","=""1s.6d""","=""3D""","=""1""",3,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""625.248""","=""0.006""","=""""","=""15989.24""","=""""","=""3.3058e-02""","=""1.9386e-02""","=""1.9957e+00""","=""-1.01355""",AAA,"=""[581885.83]""","=""[597875.07]""","=""1s.4p""","=""3P*""","=""2""","=""1s.6d""","=""3D""","=""2""",5,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""625.263""","=""0.009""","=""""","=""15988.85""","=""""","=""3.6735e-03""","=""1.2926e-03""","=""1.3307e-01""","=""-2.1896""",AAA,"=""[581885.83]""","=""[597874.68]""","=""1s.4p""","=""3P*""","=""2""","=""1s.6d""","=""3D""","=""1""",5,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""654.566""","=""0.006""","=""""","=""15273.07""","=""""","=""3.131e-02""","=""2.817e-02""","=""3.036e+00""","=""-0.8512""",AA,"=""[582612.54]""","=""[597885.61]""","=""1s.4d""","=""3D""","=""2""","=""1s.6f""","=""1F*""","=""3""",5,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""654.595""","=""0.006""","=""""","=""15272.41""","=""""","=""4.177e-03""","=""2.685e-03""","=""4.051e-01""","=""-1.7260""",AA,"=""[582613.20]""","=""[597885.61]""","=""1s.4d""","=""3D""","=""3""","=""1s.6f""","=""1F*""","=""3""",7,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""654.595""","=""0.010""","=""""","=""15272.41""","=""""","=""1.7365e-01""","=""1.8603e-01""","=""1.2030e+01""","=""-0.2533""",AAA,"=""[582612.15]""","=""[597884.56]""","=""1s.4d""","=""3D""","=""1""","=""1s.6f""","=""3F*""","=""2""",3,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""654.611""","=""0.006""","=""""","=""15272.02""","=""""","=""3.2150e-02""","=""2.0666e-02""","=""2.2274e+00""","=""-0.98578""",AAA,"=""[582612.54]""","=""[597884.56]""","=""1s.4d""","=""3D""","=""2""","=""1s.6f""","=""3F*""","=""2""",5,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""654.611""","=""0.006""","=""""","=""15272.02""","=""""","=""1.5246e-01""","=""1.3720e-01""","=""1.4788e+01""","=""-0.16367""",AAA,"=""[582612.54]""","=""[597884.56]""","=""1s.4d""","=""3D""","=""2""","=""1s.6f""","=""3F*""","=""3""",5,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""654.640""","=""0.006""","=""""","=""15271.36""","=""""","=""9.1879e-04""","=""4.2188e-04""","=""6.3663e-02""","=""-2.52971""",AAA,"=""[582613.20]""","=""[597884.56]""","=""1s.4d""","=""3D""","=""3""","=""1s.6f""","=""3F*""","=""2""",7,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""654.640""","=""0.006""","=""""","=""15271.36""","=""""","=""1.8793e-02""","=""1.2081e-02""","=""1.8230e+00""","=""-1.07281""",AAA,"=""[582613.20]""","=""[597884.56]""","=""1s.4d""","=""3D""","=""3""","=""1s.6f""","=""3F*""","=""3""",7,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""654.640""","=""0.006""","=""""","=""15271.36""","=""""","=""2.0673e-01""","=""1.7087e-01""","=""2.5784e+01""","=""0.07775""",AAA,"=""[582613.20]""","=""[597884.56]""","=""1s.4d""","=""3D""","=""3""","=""1s.6f""","=""3F*""","=""4""",7,9,,"=""T8636c73""","=""""",
Li,2,"=""""","=""655.319""","=""0.008""","=""""","=""15255.53""","=""""","=""1.7092e-01""","=""1.5414e-01""","=""1.6632e+01""","=""-0.11310""",AAA,"=""[582630.08]""","=""[597885.61]""","=""1s.4d""","=""1D""","=""2""","=""1s.6f""","=""1F*""","=""3""",5,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""655.364""","=""0.008""","=""""","=""15254.48""","=""""","=""6.461e-06""","=""4.163e-06""","=""4.492e-04""","=""-4.6816""",AA,"=""[582630.08]""","=""[597884.56]""","=""1s.4d""","=""1D""","=""2""","=""1s.6f""","=""3F*""","=""2""",5,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""655.364""","=""0.008""","=""""","=""15254.48""","=""""","=""3.542e-02""","=""3.194e-02""","=""3.447e+00""","=""-0.7966""",AA,"=""[582630.08]""","=""[597884.56]""","=""1s.4d""","=""1D""","=""2""","=""1s.6f""","=""3F*""","=""3""",5,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""656.006""","=""0.008""","=""""","=""15239.55""","=""""","=""9.900e-04""","=""4.565e-04""","=""6.903e-02""","=""-2.4955""",AA,"=""[582642.10]""","=""[597881.65]""","=""1s.4f""","=""3F*""","=""3""","=""1s.6d""","=""1D""","=""2""",7,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""656.052""","=""0.008""","=""""","=""15238.48""","=""""","=""2.4840e-03""","=""1.1455e-03""","=""1.7323e-01""","=""-2.09591""",AAA,"=""[582643.17]""","=""[597881.65]""","=""1s.4f""","=""1F*""","=""3""","=""1s.6d""","=""1D""","=""2""",7,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""656.143""","=""0.006""","=""""","=""15236.37""","=""""","=""1.3056e-02""","=""2.5295e-02""","=""5.4654e-01""","=""-1.59697""",AAA,"=""[581884.71]""","=""[597121.08]""","=""1s.4p""","=""3P*""","=""0""","=""1s.6s""","=""3S""","=""1""",1,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""656.160""","=""0.006""","=""""","=""15235.97""","=""""","=""3.9167e-02""","=""2.5295e-02""","=""1.6397e+00""","=""-1.11984""",AAA,"=""[581885.11]""","=""[597121.08]""","=""1s.4p""","=""3P*""","=""1""","=""1s.6s""","=""3S""","=""1""",3,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""656.191""","=""0.006""","=""""","=""15235.25""","=""""","=""6.5280e-02""","=""2.5298e-02""","=""2.7333e+00""","=""-0.89794""",AAA,"=""[581885.83]""","=""[597121.08]""","=""1s.4p""","=""3P*""","=""2""","=""1s.6s""","=""3S""","=""1""",5,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""656.261""","=""0.006""","=""""","=""15233.63""","=""""","=""8.0165e-06""","=""7.2504e-06""","=""7.8344e-04""","=""-4.44067""",AAA,"=""[582642.10]""","=""[597875.73]""","=""1s.4f""","=""3F*""","=""2""","=""1s.6d""","=""3D""","=""3""",5,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""656.261""","=""0.006""","=""""","=""15233.63""","=""""","=""1.9769e-04""","=""1.2771e-04""","=""1.9320e-02""","=""-3.04867""",AAA,"=""[582642.10]""","=""[597875.73]""","=""1s.4f""","=""3F*""","=""3""","=""1s.6d""","=""3D""","=""3""",7,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""656.261""","=""0.006""","=""""","=""15233.63""","=""""","=""3.2466e-03""","=""1.6313e-03""","=""3.1729e-01""","=""-1.83322""",AAA,"=""[582642.10]""","=""[597875.73]""","=""1s.4f""","=""3F*""","=""4""","=""1s.6d""","=""3D""","=""3""",9,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""656.290""","=""0.006""","=""""","=""15232.97""","=""""","=""3.9275e-04""","=""2.5375e-04""","=""2.7420e-02""","=""-2.89662""",AAA,"=""[582642.10]""","=""[597875.07]""","=""1s.4f""","=""3F*""","=""2""","=""1s.6d""","=""3D""","=""2""",5,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""656.290""","=""0.006""","=""""","=""15232.97""","=""""","=""2.2504e-03""","=""1.0385e-03""","=""1.5711e-01""","=""-2.13849""",AAA,"=""[582642.10]""","=""[597875.07]""","=""1s.4f""","=""3F*""","=""3""","=""1s.6d""","=""3D""","=""2""",7,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""656.306""","=""0.010""","=""""","=""15232.58""","=""""","=""3.5353e-03""","=""1.3705e-03""","=""1.4810e-01""","=""-2.16415""",AAA,"=""[582642.10]""","=""[597874.68]""","=""1s.4f""","=""3F*""","=""2""","=""1s.6d""","=""3D""","=""1""",5,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""656.307""","=""0.006""","=""""","=""15232.56""","=""""","=""8.289e-05""","=""5.355e-05""","=""8.102e-03""","=""-3.4261""",AA,"=""[582643.17]""","=""[597875.73]""","=""1s.4f""","=""1F*""","=""3""","=""1s.6d""","=""3D""","=""3""",7,7,,"=""T8636c73""","=""""",
