element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,obs-ritz,wn(cm-1),intens,Aki(10^8 s^-1),fik,S(a.u.),log_gf,Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Be,2,"=""9.253""","=""0.006""","=""9.253""","=""0.006""","=""0.000""","=""1080700""","=""4a*""","=""""","=""""","=""""","=""""",,"=""31928.744""","=""1112700""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p.(1P*).4p""","=""2P""","=""1/2""",2,2,,"=""""","=""L12158""",
Be,2,"=""9.253""","=""0.006""","=""9.253""","=""0.006""","=""0.000""","=""1080700""","=""4a*""","=""""","=""""","=""""","=""""",,"=""31935.320""","=""1112700""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p.(1P*).4p""","=""2P""","=""3/2""",4,4,,"=""""","=""L12158""",
Be,2,"=""9.253""","=""0.006""","=""9.253""","=""0.006""","=""0.000""","=""1080700""","=""4a*""","=""""","=""""","=""""","=""""",,"=""31935.320""","=""1112700""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p.(1P*).4p""","=""2P""","=""1/2""",4,2,,"=""""","=""L12158""",
Be,2,"=""9.316""","=""0.003""","=""9.316""","=""0.003""","="" 0.000""","=""1073400""","=""11a*""","=""""","=""""","=""""","=""""",,"=""0.000""","=""1073400a""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.2p.(3P*).3s""","=""2P*""","=""3/2""",2,4,,"=""""","=""L12158""",
Be,2,"=""9.316""","=""0.003""","=""9.316""","=""0.003""","="" 0.000""","=""1073400""","=""11a*""","=""""","=""""","=""""","=""""",,"=""0.000""","=""1073400a""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.2p.(3P*).3s""","=""2P*""","=""1/2""",2,2,,"=""""","=""L12158""",
Be,2,"=""9.343""","=""0.003""","=""9.343""","=""0.003""","="" 0.000""","=""1070300""","=""11a*""","=""""","=""""","=""""","=""""",,"=""0.000""","=""1070300a""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.2s.(3S).4p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L12158""",
Be,2,"=""9.343""","=""0.003""","=""9.343""","=""0.003""","="" 0.000""","=""1070300""","=""11a*""","=""""","=""""","=""""","=""""",,"=""0.000""","=""1070300a""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.2s.(3S).4p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L12158""",
Be,2,"=""9.371""","=""0.004""","=""9.372""","=""0.004""","=""-0.001""","=""1067100""","=""7a*""","=""""","=""""","=""""","=""""",,"=""31928.744""","=""1098900""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p.(3P*).4p""","=""2P""","=""3/2""",2,4,,"=""""","=""L12158""",
Be,2,"=""9.371""","=""0.004""","=""9.372""","=""0.004""","=""-0.001""","=""1067100""","=""7a*""","=""""","=""""","=""""","=""""",,"=""31928.744""","=""1098900""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p.(3P*).4p""","=""2P""","=""1/2""",2,2,,"=""""","=""L12158""",
Be,2,"=""9.371""","=""0.004""","=""9.372""","=""0.004""","=""-0.001""","=""1067100""","=""7a*""","=""""","=""""","=""""","=""""",,"=""31935.320""","=""1098900""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p.(3P*).4p""","=""2P""","=""3/2""",4,4,,"=""""","=""L12158""",
Be,2,"=""9.371""","=""0.004""","=""9.372""","=""0.004""","=""-0.001""","=""1067100""","=""7a*""","=""""","=""""","=""""","=""""",,"=""31935.320""","=""1098900""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p.(3P*).4p""","=""2P""","=""1/2""",4,2,,"=""""","=""L12158""",
Be,2,"=""9.393""","=""0.003""","=""9.393""","=""0.003""","="" 0.000""","=""1064600""","=""2a*""","=""""","=""""","=""""","=""""",,"=""0.000""","=""1064600a""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.2s.(1S).3p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L12158""",
Be,2,"=""9.393""","=""0.003""","=""9.393""","=""0.003""","="" 0.000""","=""1064600""","=""2a*""","=""""","=""""","=""""","=""""",,"=""0.000""","=""1064600a""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.2s.(1S).3p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L12158""",
Be,2,"=""9.456""","=""0.004""","=""9.461""","=""0.004""","=""-0.005""","=""1057500""","=""8a*""","=""""","=""""","=""""","=""""",,"=""31928.744""","=""1088900?""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p.(1P*).3p""","=""2P""","=""3/2""",2,4,,"=""""","=""L12158""",
Be,2,"=""9.456""","=""0.004""","=""9.461""","=""0.004""","=""-0.005""","=""1057500""","=""8a*""","=""""","=""""","=""""","=""""",,"=""31928.744""","=""1088900?""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p.(1P*).3p""","=""2P""","=""1/2""",2,2,,"=""""","=""L12158""",
Be,2,"=""9.456""","=""0.004""","=""9.461""","=""0.004""","=""-0.005""","=""1057500""","=""8a*""","=""""","=""""","=""""","=""""",,"=""31935.320""","=""1088900?""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p.(1P*).3p""","=""2P""","=""3/2""",4,4,,"=""""","=""L12158""",
Be,2,"=""9.456""","=""0.004""","=""9.461""","=""0.004""","=""-0.005""","=""1057500""","=""8a*""","=""""","=""""","=""""","=""""",,"=""31935.320""","=""1088900?""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p.(1P*).3p""","=""2P""","=""1/2""",4,2,,"=""""","=""L12158""",
Be,2,"=""9.479""","=""0.003""","=""9.478""","=""0.003""","=""0.001""","=""1055000""","=""21a*""","=""""","=""""","=""""","=""""",,"=""31935.320""","=""1087000a""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p.(1P*).3p""","=""2D""","=""5/2""",4,6,,"=""""","=""L12158""",
Be,2,"=""9.479""","=""0.003""","=""9.478""","=""0.003""","=""0.001""","=""1055000""","=""21a*""","=""""","=""""","=""""","=""""",,"=""31935.320""","=""1087000a""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p.(1P*).3p""","=""2D""","=""3/2""",4,4,,"=""""","=""L12158""",
Be,2,"=""9.479""","=""0.003""","=""9.478""","=""0.003""","=""0.001""","=""1055000""","=""21a*""","=""""","=""""","=""""","=""""",,"=""31928.744""","=""1087000a""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p.(1P*).3p""","=""2D""","=""3/2""",2,4,,"=""""","=""L12158""",
Be,2,"=""9.534""","=""0.004""","=""9.534""","=""0.004""","="" 0.000""","=""1048900""","=""8a*""","=""""","=""""","=""""","=""""",,"=""31928.744""","=""1080800a""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p.(3P*).3p""","=""2S""","=""1/2""",2,2,,"=""""","=""L12158""",
Be,2,"=""9.534""","=""0.004""","=""9.534""","=""0.004""","="" 0.000""","=""1048900""","=""8a*""","=""""","=""""","=""""","=""""",,"=""31935.320""","=""1080800a""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p.(3P*).3p""","=""2S""","=""1/2""",4,2,,"=""""","=""L12158""",
Be,2,"=""9.562""","=""0.005""","=""9.562""","=""0.005""","="" 0.000""","=""1045800""","=""20a*""","=""""","=""""","=""""","=""""",,"=""31928.744""","=""1077700a""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2s.(3S).4d""","=""2D""","=""3/2""",2,4,,"=""""","=""L12158""",
