element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,obs-ritz,wn(cm-1),intens,Aki(10^8 s^-1),fik,S(a.u.),log_gf,Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Cs,2,"=""271.786""","=""0.007""","=""271.786878""","=""0.000010""","=""-0.001""","=""36782.7""","=""96bl""","=""""","=""""","=""""","=""""",,"=""129116.7070""","=""165899.3431""","=""5p5.(2P*<3/2>).6p""","=""2[5/2]""","=""3""","=""5p5.(2P*<3/2>).7d""","=""2[3/2]*""","=""2""",7,5,,"=""""","=""L12126""",
Cs,2,"=""271.91358""","=""0.00009""","=""271.913530""","=""0.000009""","=""0.00005""","=""36765.497""","=""3500""","=""""","=""""","=""""","=""""",,"=""129998.9106""","=""166764.4149""","=""5p5.(2P*<3/2>).6p""","=""2[3/2]""","=""1""","=""5p5.(2P*<3/2>).7d""","=""2[3/2]*""","=""1""",3,3,,"=""""","=""L12126""",
Cs,2,"=""272.12532""","=""0.00005""","=""272.125213""","=""0.000013""","=""0.00011""","=""36736.892""","=""120""","=""""","=""""","=""""","=""""",,"=""141564.8730""","=""178301.7795""","=""5p5.(2P*<1/2>).6p""","=""2[3/2]""","=""1""","=""5p5.(2P*<1/2>).8s""","=""2[1/2]*""","=""0""",3,1,,"=""""","=""L12126""",
Cs,2,"=""272.17548""","=""0.00008""","=""272.175437""","=""0.000023""","=""0.00004""","=""36730.122""","=""840""","=""""","=""""","=""""","=""""",,"=""143361.3141""","=""180091.442""","=""5p5.(2P*<1/2>).6p""","=""2[1/2]""","=""1""","=""5p5.(2P*<1/2>).7d""","=""2[3/2]*""","=""2""",3,5,,"=""""","=""L12126""",
Cs,2,"=""272.42032""","=""0.00008""","=""272.420263""","=""0.000010""","=""0.00006""","=""36697.113""","=""5000""","=""""","=""""","=""""","=""""",,"=""129998.9106""","=""166696.0306""","=""5p5.(2P*<3/2>).6p""","=""2[3/2]""","=""1""","=""5p5.(2P*<3/2>).7d""","=""2[5/2]*""","=""2""",3,5,,"=""""","=""L12126""",
Cs,2,"=""272.6822""","=""0.0004""","=""272.682588""","=""0.000010""","=""-0.0004""","=""36661.87""","=""290""","=""""","=""""","=""""","=""""",,"=""126527.5324""","=""163189.3511""","=""5p5.(2P*<3/2>).6p""","=""2[1/2]""","=""1""","=""5p5.(2P*<1/2>).7s""","=""2[1/2]*""","=""1""",3,3,,"=""""","=""L12126""",
Cs,2,"=""273.00738""","=""0.00005""","=""273.007363""","=""0.000013""","=""0.00002""","=""36618.205""","=""5200""","=""""","=""""","=""""","=""""",,"=""107914.1587""","=""144532.3662""","=""5p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""1""","=""5p5.(2P*<1/2>).6p""","=""2[1/2]""","=""0""",3,1,,"=""""","=""L12126""",
Cs,2,"=""273.1823""","=""0.0002""","=""273.182313""","=""0.000013""","=""-0.00001""","=""36594.76""","=""130""","=""""","=""""","=""""","=""""",,"=""143403.4304""","=""179998.1882""","=""5p5.(2P*<1/2>).6p""","=""2[3/2]""","=""2""","=""5p5.(2P*<1/2>).7d""","=""2[5/2]*""","=""2""",5,5,,"=""""","=""L12126""",
Cs,2,"=""273.38853""","=""0.00007""","=""273.388490""","=""0.000009""","=""0.00004""","=""36567.156""","=""5700""","=""""","=""""","=""""","=""""",,"=""128098.9117""","=""164666.0730""","=""5p5.(2P*<3/2>).6p""","=""2[5/2]""","=""2""","=""5p5.(2P*<3/2>).8s""","=""2[3/2]*""","=""1""",5,3,,"=""""","=""L12126""",
Cs,2,"=""273.84299""","=""0.00007""","=""273.842933""","=""0.000010""","=""0.00006""","=""36506.474""","=""170""","=""""","=""""","=""""","=""""",,"=""126527.5324""","=""163034.0137""","=""5p5.(2P*<3/2>).6p""","=""2[1/2]""","=""1""","=""5p5.(2P*<1/2>).7s""","=""2[1/2]*""","=""0""",3,1,,"=""""","=""L12126""",
Cs,3,"=""274.07484""","=""0.00009""","=""274.07483""","=""0.00008""","=""0.00001""","=""36475.593""","=""21000""","=""1.11e+00""","=""1.67e-01""","=""9.03e+00""","=""0.001""",,"=""162863.218""","=""199338.813""","=""5s2.5p4.(1D<2>).5d""","=""2[2]""","=""5/2""","=""5s2.5p4.(1D<2>).4f""","=""2[4]*""","=""7/2""",6,8,,"=""T8611""","=""L14869""",
Cs,3,"=""274.82297""","=""0.00013""","=""274.82302""","=""0.00005""","=""-0.00005""","=""36376.304""","=""52000""","=""1.13e+00""","=""6.40e-02""","=""2.32e+00""","=""-0.59""",,"=""136693.500""","=""173069.797""","=""5s2.5p4.(3P<1>).5d""","=""2[1]""","=""3/2""","=""5s2.5p4.(3P<1>).6p""","=""2[0]*""","=""1/2""",4,2,,"=""T8611""","=""L14869""",
Cs,2,"=""274.98333""","=""0.00006""","=""274.983324""","=""0.000010""","=""0.00001""","=""36355.091""","=""3300""","=""""","=""""","=""""","=""""",,"=""128098.9117""","=""164454.0039""","=""5p5.(2P*<3/2>).6p""","=""2[5/2]""","=""2""","=""5p5.(2P*<3/2>).8s""","=""2[3/2]*""","=""2""",5,5,,"=""""","=""L12126""",
Cs,3,"=""275.0640""","=""0.0003""","=""275.06469""","=""0.00013""","=""-0.0007""","=""36344.43""","=""10000""","=""8.13e-02""","=""6.92e-03""","=""5.01e-01""","=""-1.257""",,"=""153011.345""","=""189355.684""","=""5s2.5p4.(1D<2>).5d""","=""2[3]""","=""7/2""","=""5s2.5p4.(1D<2>).4f""","=""2[2]*""","=""5/2""",8,6,,"=""T8611""","=""L14869""",
