element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,obs-ritz,wn(cm-1),intens,Aki(10^8 s^-1),fik,S(a.u.),log_gf,Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Ti,3,"=""707.264""","=""""","=""707.263+""","=""""","=""0.001""","=""14135.09""","=""20""","=""5.8e-01""","=""5.6e-01""","=""9.1e+01""","=""0.59""",D,"=""134275.12""","=""148410.24""","=""3p6.3d.5s""","=""3D""","=""3""","=""3p6.3d.5p""","=""3F*""","=""4""",7,9,,"=""T1216""","=""L3593""",
Ti,2,"=""707.4126""","=""0.0002""","=""707.41256""","=""0.00011""","=""0.00004""","=""14132.126""","=""25""","=""""","=""""","=""""","=""""",,"=""67606.1621""","=""81738.2883""","=""3d2.(3F).4d""","=""e 2G""","=""7/2""","=""3d2.(3F).4f""","=""4I*""","=""9/2""",8,10,,"=""""","=""u37""",
Ti,1,"=""708.4244""","=""0.0006""","=""708.42447""","=""0.00020""","=""-0.0001""","=""14111.942""","=""3""","=""1.3e-04""","=""1.4e-04""","=""1.6e-02""","=""-3.16""",D,"=""11531.761""","=""25643.701""","=""3d3.(4F).4s""","=""b 3F""","=""2""","=""3d3.(4F).4p""","=""y 3D*""","=""3""",5,7,,"=""T3430,T3297""","=""L10989""",
Ti,3,"=""708.457""","=""""","=""708.456+""","=""""","=""0.001""","=""14111.29""","=""18""","=""""","=""""","=""""","=""""",,"=""133999.79""","=""148111.10""","=""3p6.3d.5s""","=""3D""","=""2""","=""3p6.3d.5p""","=""3F*""","=""3""",5,7,,"=""""","=""L3593,L11926""",
Ti,2,"=""710.0408""","=""0.0004""","=""710.04075""","=""0.00012""","=""0.0000""","=""14079.816""","=""14""","=""""","=""""","=""""","=""""",,"=""67606.1621""","=""81685.979""","=""3d2.(3F).4d""","=""e 2G""","=""7/2""","=""3d2.(3F).4f""","=""2G*""","=""7/2""",8,8,,"=""""","=""u37""",
Ti,2,"=""710.5220""","=""0.0005""","=""710.52209""","=""0.00012""","=""-0.0001""","=""14070.280""","=""10""","=""""","=""""","=""""","=""""",,"=""67606.1621""","=""81676.4409""","=""3d2.(3F).4d""","=""e 2G""","=""7/2""","=""3d2.(3F).4f""","=""4H*""","=""9/2""",8,10,,"=""""","=""u37""",
Ti,2,"=""710.689""","=""0.002""","=""710.68818""","=""0.00013""","=""0.0008""","=""14066.98""","=""4""","=""""","=""""","=""""","=""""",,"=""67822.5867""","=""81889.5772""","=""3d2.(3F).4d""","=""e 2G""","=""9/2""","=""3d2.(3F).4f""","=""4I*""","=""11/2""",10,12,,"=""""","=""L5432""",
Ti,1,"=""710.9077""","=""0.0006""","=""710.90795""","=""0.00015""","=""-0.0003""","=""14062.647""","=""13""","=""""","=""""","=""""","=""""",,"=""30060.340""","=""44122.9818""","=""3d3.(4F).4p""","=""x 5D*""","=""4""","=""3d3.(4F).4d""","=""5F""","=""5""",9,11,,"=""""","=""L10989""",
Ti,1,"=""710.9218""","=""0.0006""","=""710.92220""","=""0.00020""","=""-0.0004""","=""14062.367""","=""6""","=""""","=""""","=""""","=""""",,"=""29907.286""","=""43969.6460""","=""3d3.(4F).4p""","=""x 5D*""","=""2""","=""3d3.(4F).4d""","=""5F""","=""3""",5,7,,"=""""","=""L10989""",
Ti,1,"=""711.0328""","=""0.0006""","=""711.0326""","=""0.0003""","=""0.0002""","=""14060.173""","=""7""","=""""","=""""","=""""","=""""",,"=""11639.8109""","=""25699.987""","=""3d3.(4F).4s""","=""b 3F""","=""3""","=""3d2.(3P).4s.4p.(3P*)""","=""5D*""","=""2""",7,5,,"=""""","=""L10989""",
Ti,1,"=""711.1026""","=""0.0006""","=""711.10273""","=""0.00020""","=""-0.0001""","=""14058.793""","=""5""","=""""","=""""","=""""","=""""",,"=""29855.255""","=""43914.0450""","=""3d3.(4F).4p""","=""x 5D*""","=""1""","=""3d3.(4F).4d""","=""5F""","=""2""",3,5,,"=""""","=""L10989""",
Ti,1,"=""711.3501""","=""0.0006""","=""711.35040""","=""0.00015""","=""-0.0003""","=""14053.901""","=""7""","=""""","=""""","=""""","=""""",,"=""29986.199""","=""44040.0941""","=""3d3.(4F).4p""","=""x 5D*""","=""3""","=""3d3.(4F).4d""","=""5F""","=""4""",7,9,,"=""""","=""L10989""",
Ti,1,"=""711.7296""","=""0.0006""","=""711.7299""","=""0.0004""","=""-0.0003""","=""14046.408""","=""3""","=""""","=""""","=""""","=""""",,"=""29829.112""","=""43875.514""","=""3d3.(4F).4p""","=""x 5D*""","=""0""","=""3d3.(4F).4d""","=""5F""","=""1""",1,3,,"=""""","=""L10989""",
Ti,2,"=""711.84684""","=""0.00010""","=""711.8462""","=""0.0004""","=""0.0006""","=""14044.094""","=""56""","=""""","=""""","=""""","=""""",,"=""69622.3000""","=""83666.406""","=""3d.(2D).4s.4p.(1P*)""","=""v 2D*""","=""5/2""","=""3d2.(1G).4d""","=""2D""","=""3/2""",6,4,,"=""""","=""u37""",
Ti,2,"=""712.033""","=""0.002""","=""712.03158""","=""0.00008""","=""0.0014""","=""14040.42""","=""4""","=""""","=""""","=""""","=""""",,"=""25192.9650""","=""39233.4153""","=""3d.4s2""","=""c 2D""","=""5/2""","=""3d2.(1D).4p""","=""z 2P*""","=""3/2""",6,4,,"=""""","=""L5432""",
Ti,3,"=""712.413""","=""""","=""712.411+""","=""""","=""0.002""","=""14032.93""","=""15""","=""""","=""""","=""""","=""""",,"=""133898.50""","=""147931.47""","=""3p6.3d.5s""","=""3D""","=""1""","=""3p6.3d.5p""","=""3F*""","=""2""",3,5,,"=""""","=""L3593,L11926""",
Ti,2,"=""712.989""","=""0.002""","=""712.98537""","=""0.00012""","=""0.0036""","=""14021.60""","=""4""","=""""","=""""","=""""","=""""",,"=""67606.1621""","=""81627.830""","=""3d2.(3F).4d""","=""e 2G""","=""7/2""","=""3d2.(3F).4f""","=""4H*""","=""7/2""",8,8,,"=""""","=""L5432""",
Ti,1,"=""713.0303""","=""0.0006""","=""713.03037""","=""0.00020""","=""-0.0001""","=""14020.785""","=""34""","=""""","=""""","=""""","=""""",,"=""11776.812""","=""25797.595""","=""3d3.(4F).4s""","=""b 3F""","=""4""","=""3d2.(3P).4s.4p.(3P*)""","=""5D*""","=""3""",9,7,,"=""""","=""L10989""",
Ti,1,"=""713.0572""","=""0.0006""","=""713.0570""","=""0.0003""","=""0.0002""","=""14020.256""","=""2""","=""""","=""""","=""""","=""""",,"=""29855.255""","=""43875.514""","=""3d3.(4F).4p""","=""x 5D*""","=""1""","=""3d3.(4F).4d""","=""5F""","=""1""",3,3,,"=""""","=""L10989""",
Ti,2,"=""713.096""","=""0.002""","=""713.08762""","=""0.00011""","=""0.0084""","=""14019.49""","=""9""","=""""","=""""","=""""","=""""",,"=""67822.5867""","=""81842.2440""","=""3d2.(3F).4d""","=""e 2G""","=""9/2""","=""3d2.(3F).4f""","=""2G*""","=""9/2""",10,10,,"=""""","=""L5432""",
Ti,1,"=""713.7436""","=""0.0006""","=""713.74428""","=""0.00020""","=""-0.0007""","=""14006.772""","=""2""","=""""","=""""","=""""","=""""",,"=""29907.286""","=""43914.0450""","=""3d3.(4F).4p""","=""x 5D*""","=""2""","=""3d3.(4F).4d""","=""5F""","=""2""",5,5,,"=""""","=""L10989""",
Ti,1,"=""713.8074""","=""0.0006""","=""713.80717""","=""0.00020""","=""0.0002""","=""14005.521""","=""10""","=""""","=""""","=""""","=""""",,"=""11531.761""","=""25537.286""","=""3d3.(4F).4s""","=""b 3F""","=""2""","=""3d2.(1D).4s.4p.(3P*)""","=""3P*""","=""1""",5,3,,"=""""","=""L10989""",
Ti,2,"=""713.809""","=""0.002""","=""713.79975""","=""0.00020""","=""0.0093""","=""14005.48""","=""5""","=""""","=""""","=""""","=""""",,"=""68364.5454""","=""82370.216""","=""3d2.(3F).4d""","=""2D""","=""3/2""","=""3d2.(3F).4f""","=""4S*""","=""3/2""",4,4,,"=""""","=""L5432""",
Ti,1,"=""713.8903""","=""0.0006""","=""713.89050""","=""0.00020""","=""-0.0002""","=""14003.895""","=""99""","=""4.8e-03""","=""3.7e-03""","=""6.0e-01""","=""-1.59""",C,"=""11639.8109""","=""25643.701""","=""3d3.(4F).4s""","=""b 3F""","=""3""","=""3d3.(4F).4p""","=""y 3D*""","=""3""",7,7,,"=""T3430,T3297""","=""L10989""",
Ti,3,"=""714.176""","=""""","=""714.178+""","=""""","=""-0.002""","=""13998.29""","=""4""","=""4.9e-01""","=""2.2e-01""","=""2.6e+01""","=""0.05""",D,"=""135405.27""","=""149403.52""","=""3p6.3d.4d""","=""1D""","=""2""","=""3p6.3d.5p""","=""1P*""","=""1""",5,3,,"=""T1216""","=""L3593""",
Ti,1,"=""714.2252""","=""0.0006""","=""714.22559""","=""0.00020""","=""-0.0004""","=""13997.327""","=""3""","=""""","=""""","=""""","=""""",,"=""25643.701""","=""39641.021""","=""3d3.(4F).4p""","=""y 3D*""","=""3""","=""3d3.(4F).5s""","=""f 3F""","=""3""",7,7,,"=""""","=""L10989""",
Ti,1,"=""714.9345""","=""0.0006""","=""714.93418""","=""0.00015""","=""0.0003""","=""13983.441""","=""2""","=""""","=""""","=""""","=""""",,"=""29986.199""","=""43969.6460""","=""3d3.(4F).4p""","=""x 5D*""","=""3""","=""3d3.(4F).4d""","=""5F""","=""3""",7,7,,"=""""","=""L10989""",
Ti,1,"=""715.1227""","=""0.0006""","=""715.12304""","=""0.00015""","=""-0.0003""","=""13979.760""","=""2""","=""""","=""""","=""""","=""""",,"=""30060.340""","=""44040.0941""","=""3d3.(4F).4p""","=""x 5D*""","=""4""","=""3d3.(4F).4d""","=""5F""","=""4""",9,9,,"=""""","=""L10989""",
Ti,3,"=""""","=""""","=""715.25""","=""""","=""""","=""13977.2""","=""""","=""6.8e-11""","=""5.2e-11""","=""8.3e-04""","=""-9.33""",E,"=""420.4""","=""14397.6""","=""3p6.3d2""","=""3F""","=""4""","=""3p6.3d2""","=""1G""","=""4""",9,9,M1,"=""T1610""","=""""",
Ti,1,"=""716.0336""","=""0.0006""","=""716.03383""","=""0.00021""","=""-0.0002""","=""13961.976""","=""37""","=""""","=""""","=""""","=""""",,"=""11531.761""","=""25493.733""","=""3d3.(4F).4s""","=""b 3F""","=""2""","=""3d2.(1D).4s.4p.(3P*)""","=""3P*""","=""2""",5,5,,"=""""","=""L10989""",
Ti,3,"=""717.179""","=""""","=""717.179+""","=""""","=""0.000""","=""13939.68""","=""11""","=""""","=""""","=""""","=""""",,"=""133999.79""","=""147939.47""","=""3p6.3d.5s""","=""3D""","=""2""","=""3p6.3d.5p""","=""3D*""","=""3""",5,7,,"=""""","=""L3593,L11926""",
Ti,3,"=""717.592""","=""""","=""717.591+""","=""""","=""0.001""","=""13931.66""","=""10""","=""""","=""""","=""""","=""""",,"=""133999.79""","=""147931.47""","=""3p6.3d.5s""","=""3D""","=""2""","=""3p6.3d.5p""","=""3F*""","=""2""",5,5,,"=""""","=""L3593,L11926""",
