,element,spectrum_number,wavelength_nm,intensity,log10_intensity,tags,visible
1760,Ar,3,150.074,9.0,0.9542425094393249,None,False
1761,Ar,4,150.88,9.0,0.9542425094393249,None,False
1762,Ar,4,150.984,7.0,0.8450980400142568,None,False
1763,Ar,4,151.605,12.0,1.0791812460476249,None,False
1764,Ar,4,152.626,12.0,1.0791812460476249,None,False
1765,Ar,4,152.795,13.0,1.1139433523068367,None,False
1766,Ar,4,152.818,9.0,0.9542425094393249,None,False
1767,Ar,4,153.6,8.0,0.9030899869919435,None,False
1768,Ar,4,153.668,4.0,0.6020599913279624,None,False
1769,Ar,4,154.026,6.0,0.7781512503836436,None,False
1770,Ar,3,154.254,9.0,0.9542425094393249,None,False
1771,Ar,2,154.4177,2.0,0.3010299956639812,None,False
1772,Ar,2,154.4711,2.0,0.3010299956639812,None,False
1773,Ar,4,154.666,1.0,0.0,None,False
1774,Ar,2,154.7354,1.0,0.0,None,False
1775,Ar,4,155.452,1.0,0.0,None,False
1776,Ar,3,155.622,1.0,0.0,None,False
1777,Ar,3,155.663,1.0,0.0,None,False
1778,Ar,2,155.7302,1.0,0.0,None,False
1779,Ar,2,155.9072,3.0,0.47712125471966244,None,False
1780,Ar,4,155.982,9.0,0.9542425094393249,w,False
1781,Ar,2,156.0184,4.0,0.6020599913279624,None,False
1782,Ar,2,156.2441,2.0,0.3010299956639812,None,False
1783,Ar,2,156.3036,1.0,0.0,None,False
1784,Ar,2,156.5377,1.0,0.0,*,False
1785,Ar,2,156.5377,1.0,0.0,*,False
1786,Ar,2,156.6812,1.0,0.0,None,False
1787,Ar,2,156.7987,4.0,0.6020599913279624,None,False
1788,Ar,3,156.869,9.0,0.9542425094393249,None,False
1789,Ar,4,157.017,6.0,0.7781512503836436,None,False
1790,Ar,2,157.139,1.0,0.0,None,False
1791,Ar,3,157.192,3.0,0.47712125471966244,None,False
1793,Ar,3,157.305,1.0,0.0,None,False
1794,Ar,2,157.4402,1.0,0.0,None,False
1795,Ar,2,157.4992,6.0,0.7781512503836436,None,False
1796,Ar,2,157.5815,3.0,0.47712125471966244,None,False
1798,Ar,2,157.6897,3.0,0.47712125471966244,None,False
1799,Ar,2,157.8812,3.0,0.47712125471966244,None,False
1800,Ar,3,158.026,9.0,0.9542425094393249,None,False
1801,Ar,2,158.0768,2.0,0.3010299956639812,None,False
1802,Ar,2,158.096,1.0,0.0,None,False
1804,Ar,2,158.383,1.0,0.0,None,False
1805,Ar,2,158.6256,2.0,0.3010299956639812,None,False
1806,Ar,3,158.633,1.0,0.0,None,False
1808,Ar,3,158.874,1.0,0.0,None,False
1809,Ar,2,158.9463,5.0,0.6989700043360189,None,False
1810,Ar,2,159.0229,2.0,0.3010299956639812,None,False
1811,Ar,2,159.1933,1.0,0.0,None,False
1812,Ar,2,159.3581,2.0,0.3010299956639812,None,False
1813,Ar,2,159.4787,1.0,0.0,None,False
1814,Ar,2,159.5734,1.0,0.0,*,False
1815,Ar,2,159.5734,1.0,0.0,*,False
1816,Ar,2,159.6141,1.0,0.0,*,False
1817,Ar,2,159.6141,1.0,0.0,*,False
1818,Ar,3,159.621,6.0,0.7781512503836436,None,False
1819,Ar,2,159.8561,1.0,0.0,None,False
1820,Ar,2,159.8724,2.0,0.3010299956639812,None,False
1821,Ar,2,159.8872,1.0,0.0,None,False
1822,Ar,2,159.9125,1.0,0.0,None,False
1823,Ar,2,159.9597,1.0,0.0,None,False
1824,Ar,2,160.0133,4.0,0.6020599913279624,None,False
1825,Ar,2,160.0694,6.0,0.7781512503836436,None,False
1826,Ar,2,160.2554,2.0,0.3010299956639812,*,False
1827,Ar,2,160.2554,2.0,0.3010299956639812,*,False
1828,Ar,3,160.257,9.0,0.9542425094393249,None,False
1829,Ar,3,160.279,9.0,0.9542425094393249,None,False
1830,Ar,2,160.2893,2.0,0.3010299956639812,None,False
1831,Ar,2,160.3074,4.0,0.6020599913279624,None,False
1832,Ar,2,160.3443,4.0,0.6020599913279624,None,False
1833,Ar,2,160.4083,5.0,0.6989700043360189,None,False
1834,Ar,3,160.441,9.0,0.9542425094393249,None,False
1835,Ar,3,160.571,12.0,1.0791812460476249,None,False
1836,Ar,2,160.6197,3.0,0.47712125471966244,None,False
1837,Ar,2,160.6927,4.0,0.6020599913279624,None,False
1838,Ar,2,160.7168,1.0,0.0,None,False
1841,Ar,2,161.5807,0.0,-inf,.5,False
1842,Ar,2,161.6972,1.0,0.0,None,False
1844,Ar,4,162.68,0.0,-inf,.5,False
1845,Ar,2,162.7085,0.0,-inf,None,False
1846,Ar,2,162.8825,1.0,0.0,bl,False
1847,Ar,2,162.9834,1.0,0.0,bl,False
1848,Ar,4,163.393,0.0,-inf,.5,False
1849,Ar,2,164.0335,1.0,0.0,None,False
1850,Ar,2,164.9299,1.0,0.0,None,False
1851,Ar,3,164.957,1.0,0.0,None,False
1852,Ar,3,165.002,0.0,-inf,None,False
1853,Ar,4,165.002,0.0,-inf,.5,False
1854,Ar,2,165.0531,1.0,0.0,None,False
1855,Ar,2,165.3322,1.0,0.0,None,False
1856,Ar,2,165.5459,0.0,-inf,.5,False
1857,Ar,2,166.2253,1.0,0.0,None,False
1866,Ar,2,168.6076,0.0,-inf,.5,False
1867,Ar,4,168.716,9.0,0.9542425094393249,None,False
1868,Ar,4,168.919,3.0,0.47712125471966244,None,False
1869,Ar,2,168.947,0.0,-inf,.5,False
1870,Ar,4,169.233,12.0,1.0791812460476249,None,False
1871,Ar,2,170.1358,1.0,0.0,None,False
1872,Ar,2,170.2186,1.0,0.0,None,False
1873,Ar,2,170.5977,1.0,0.0,None,False
1874,Ar,2,171.0909,0.0,-inf,.5*,False
1875,Ar,2,171.0909,0.0,-inf,.5*,False
1876,Ar,2,171.3215,2.0,0.3010299956639812,None,False
1877,Ar,2,171.868,1.0,0.0,None,False
1878,Ar,2,171.9346,2.0,0.3010299956639812,None,False
1879,Ar,2,172.5138,1.0,0.0,None,False
1880,Ar,2,172.5549,0.0,-inf,.5,False
1881,Ar,2,172.9075,1.0,0.0,None,False
1882,Ar,2,172.9262,1.0,0.0,None,False
1883,Ar,2,173.3362,1.0,0.0,None,False
1884,Ar,2,173.5378,0.0,-inf,.5,False
1886,Ar,2,173.683,1.0,0.0,None,False
1887,Ar,4,174.67,3.0,0.47712125471966244,q,False
1888,Ar,2,174.9003,0.0,-inf,.5p,False
1889,Ar,2,175.0694,0.0,-inf,.5,False
1890,Ar,2,175.1679,2.0,0.3010299956639812,None,False
1891,Ar,4,175.324,4.0,0.6020599913279624,bl,False
1892,Ar,2,175.581,1.0,0.0,bl,False
1893,Ar,4,175.66,1.0,0.0,None,False
1895,Ar,2,176.3669,0.0,-inf,.5,False
1896,Ar,2,176.5454,0.0,-inf,.5,False
1897,Ar,2,176.8042,1.0,0.0,None,False
1898,Ar,3,176.883,6.0,0.7781512503836436,None,False
1899,Ar,2,177.0652,1.0,0.0,None,False
1900,Ar,2,177.1829,2.0,0.3010299956639812,None,False
1901,Ar,2,177.667,1.0,0.0,None,False
1902,Ar,2,178.2587,1.0,0.0,None,False
1903,Ar,2,178.5669,1.0,0.0,None,False
1904,Ar,3,178.652,1.0,0.0,None,False
1905,Ar,2,178.8101,3.0,0.47712125471966244,None,False
1906,Ar,2,179.1561,1.0,0.0,None,False
1907,Ar,2,179.3435,0.0,-inf,.5,False
1908,Ar,3,179.364,3.0,0.47712125471966244,None,False
1909,Ar,3,179.85,6.0,0.7781512503836436,None,False
1910,Ar,2,181.2475,0.0,-inf,.5bl,False
1911,Ar,2,181.3009,1.0,0.0,None,False
1912,Ar,2,181.3772,1.0,0.0,None,False
1914,Ar,3,181.463,1.0,0.0,*,False
1915,Ar,3,181.463,1.0,0.0,*,False
1916,Ar,2,181.614,0.0,-inf,.5,False
1917,Ar,2,182.3207,1.0,0.0,None,False
1918,Ar,2,182.4842,0.0,-inf,.5,False
1919,Ar,3,182.78,6.0,0.7781512503836436,None,False
1920,Ar,2,183.07697,8.0,0.9030899869919435,None,False
1921,Ar,2,183.1525,5.0,0.6989700043360189,None,False
1922,Ar,2,183.4039,2.0,0.3010299956639812,None,False
1923,Ar,3,183.453,3.0,0.47712125471966244,None,False
1924,Ar,3,183.63722,7.0,0.8450980400142568,None,False
1925,Ar,3,183.809,3.0,0.47712125471966244,None,False
1926,Ar,3,183.9331,6.0,0.7781512503836436,None,False
1927,Ar,3,184.30837,4.0,0.6020599913279624,None,False
1928,Ar,3,185.032,6.0,0.7781512503836436,None,False
1929,Ar,2,185.4986,0.0,-inf,.5,False
1930,Ar,3,185.56497,7.0,0.8450980400142568,None,False
1931,Ar,3,185.989,3.0,0.47712125471966244,None,False
1932,Ar,2,186.2856,1.0,0.0,None,False
1933,Ar,3,186.45,1.0,0.0,None,False
1934,Ar,3,186.56622,5.0,0.6989700043360189,None,False
1935,Ar,2,186.6093,1.0,0.0,None,False
1936,Ar,2,186.86601,6.0,0.7781512503836436,None,False
1937,Ar,2,187.2582,1.0,0.0,None,False
1938,Ar,2,187.31396,21.0,1.3222192947339193,None,False
1939,Ar,3,187.427,1.0,0.0,None,False
1941,Ar,2,187.7523,20.0,1.3010299956639813,None,False
1942,Ar,3,187.8006,4.0,0.6020599913279624,None,False
1943,Ar,2,187.94193,3.0,0.47712125471966244,None,False
1944,Ar,2,187.9788,2.0,0.3010299956639812,None,False
1945,Ar,2,188.63858,29.0,1.462397997898956,None,False
1946,Ar,2,188.87826,22.0,1.3424226808222062,None,False
1947,Ar,2,188.90261,44.0,1.6434526764861874,None,False
1948,Ar,2,189.7365,0.0,-inf,.5*,False
1949,Ar,2,189.7365,0.0,-inf,.5*,False
1950,Ar,2,189.83875,9.0,0.9542425094393249,None,False
1951,Ar,2,189.9271,1.0,0.0,None,False
1952,Ar,2,189.9834,1.0,0.0,None,False
1953,Ar,2,190.06361,7.0,0.8450980400142568,None,False
1954,Ar,3,190.714,0.0,-inf,None,False
1955,Ar,2,190.79864,20.0,1.3010299956639813,None,False
1956,Ar,2,190.95689,0.0,-inf,.5,False
1957,Ar,2,191.1046,0.0,-inf,.5,False
1959,Ar,3,191.44119,30.0,1.4771212547196624,None,False
1960,Ar,3,191.46704,6.0,0.7781512503836436,None,False
1961,Ar,3,191.55767,19.0,1.2787536009528289,None,False
1962,Ar,3,191.80682,8.0,0.9030899869919435,None,False
1963,Ar,3,191.8667,4.0,0.6020599913279624,None,False
1964,Ar,2,191.90082,12.0,1.0791812460476249,None,False
1965,Ar,2,191.91981,10.0,1.0,None,False
1966,Ar,3,191.95199,8.0,0.9030899869919435,None,False
1967,Ar,2,192.00064,5.0,0.6989700043360189,None,False
1970,Ar,2,193.14181,7.0,0.8450980400142568,None,False
1971,Ar,2,193.22149,9.0,0.9542425094393249,None,False
1972,Ar,2,193.223,4.0,0.6020599913279624,None,False
1973,Ar,2,193.36931,4.0,0.6020599913279624,None,False
1974,Ar,2,193.40939,8.0,0.9030899869919435,None,False
1975,Ar,2,193.7042,1.0,0.0,None,False
1976,Ar,3,193.87891,14.0,1.146128035678238,None,False
1977,Ar,2,194.10724,3.0,0.47712125471966244,None,False
1978,Ar,2,194.5111,1.0,0.0,None,False
1979,Ar,2,194.67948,11.0,1.0413926851582251,None,False
1980,Ar,3,195.78465,3.0,0.47712125471966244,None,False
1981,Ar,3,195.889,5.0,0.6989700043360189,None,False
1982,Ar,2,196.1361,4.0,0.6020599913279624,None,False
1983,Ar,2,196.21612,9.0,0.9542425094393249,None,False
1984,Ar,3,196.27446,5.0,0.6989700043360189,None,False
1985,Ar,3,196.549,6.0,0.7781512503836436,None,False
1986,Ar,2,196.6952,1.0,0.0,None,False
1987,Ar,2,197.22733,13.0,1.1139433523068367,None,False
1988,Ar,3,197.33,3.0,0.47712125471966244,None,False
1989,Ar,2,197.34837,2.0,0.3010299956639812,None,False
1990,Ar,3,197.37937,5.0,0.6989700043360189,None,False
1991,Ar,2,197.44622,17.0,1.2304489213782739,None,False
1992,Ar,2,197.67655,15.0,1.1760912590556813,None,False
1993,Ar,2,197.72,0.0,-inf,None,False
1994,Ar,2,197.9988,1.0,0.0,None,False
1995,Ar,2,198.13884,11.0,1.0413926851582251,None,False
1996,Ar,2,198.174,1.0,0.0,None,False
1997,Ar,2,198.3296,1.0,0.0,None,False
1998,Ar,2,198.3831,1.0,0.0,None,False
1999,Ar,2,198.86021,6.0,0.7781512503836436,None,False
2000,Ar,2,198.86482,9.0,0.9542425094393249,None,False
2001,Ar,2,199.3555,0.0,-inf,None,False
2003,Ar,2,199.99988,10.0,1.0,None,False
2004,Ar,2,200.3325,1.0,0.0,None,False
2005,Ar,2,200.39101,10.0,1.0,None,False
2006,Ar,2,200.49162,17.0,1.2304489213782739,None,False
2007,Ar,3,200.68505,5.0,0.6989700043360189,None,False
2008,Ar,4,200.689,6.0,0.7781512503836436,None,False
2009,Ar,2,200.7178,1.0,0.0,None,False
2010,Ar,2,201.1141,1.0,0.0,None,False
2011,Ar,2,201.4311,1.0,0.0,None,False
2012,Ar,2,201.53171,6.0,0.7781512503836436,None,False
2013,Ar,2,201.87552,6.0,0.7781512503836436,None,False
2014,Ar,2,202.176,0.0,-inf,.5,False
2015,Ar,2,202.273,1.0,0.0,None,False
2016,Ar,2,202.31164,9.0,0.9542425094393249,None,False
2017,Ar,2,202.4733,2.0,0.3010299956639812,None,False
2018,Ar,2,202.51844,10.0,1.0,None,False
2019,Ar,2,202.6602,2.0,0.3010299956639812,None,False
2020,Ar,2,202.8558,1.0,0.0,None,False
2021,Ar,2,203.21774,9.0,0.9542425094393249,None,False
2022,Ar,2,203.47624,6.0,0.7781512503836436,None,False
2023,Ar,2,203.5629,0.0,-inf,.5,False
2024,Ar,2,203.94919,26.0,1.414973347970818,None,False
2025,Ar,2,204.23607,21.0,1.3222192947339193,None,False
2026,Ar,2,204.6155,0.0,-inf,.5,False
2027,Ar,2,204.64925,14.0,1.146128035678238,None,False
2028,Ar,2,204.79994,5.0,0.6989700043360189,None,False
2029,Ar,2,205.03242,5.0,0.6989700043360189,None,False
2030,Ar,2,205.07924,83.0,1.919078092376074,None,False
2031,Ar,2,205.75127,91.0,1.9590413923210936,None,False
2032,Ar,2,205.80835,22.0,1.3424226808222062,None,False
2033,Ar,4,205.882,0.0,-inf,.5,False
2034,Ar,2,205.91973,6.0,0.7781512503836436,None,False
2035,Ar,2,206.0079,1.0,0.0,None,False
2036,Ar,2,206.0855,0.0,-inf,.5,False
2037,Ar,4,206.189,4.0,0.6020599913279624,None,False
2038,Ar,2,206.37647,8.0,0.9030899869919435,None,False
2039,Ar,3,206.415,1.0,0.0,None,False
2040,Ar,2,206.4211,123.0,2.089905111439398,None,False
2041,Ar,2,207.34254,43.0,1.6334684555795864,None,False
2042,Ar,2,207.4003,1.0,0.0,None,False
2043,Ar,2,207.6184,7.0,0.8450980400142568,None,False
2044,Ar,2,207.9653,68.0,1.8325089127062364,None,False
2045,Ar,2,208.03555,89.0,1.9493900066449128,None,False
2046,Ar,2,208.21077,12.0,1.0791812460476249,None,False
2047,Ar,2,208.6816,2.0,0.3010299956639812,None,False
2048,Ar,2,208.7718,1.0,0.0,None,False
2049,Ar,2,209.16231,89.0,1.9493900066449128,None,False
2050,Ar,2,209.16405,21.0,1.3222192947339193,None,False
2051,Ar,2,209.23334,21.0,1.3222192947339193,None,False
2052,Ar,2,209.27643,16.0,1.2041199826559248,None,False
2053,Ar,2,209.5976,1.0,0.0,None,False
2054,Ar,2,209.6808,1.0,0.0,None,False
2055,Ar,2,209.81285,6.0,0.7781512503836436,None,False
2056,Ar,2,209.8364,0.0,-inf,.5,False
2057,Ar,2,209.91369,5.0,0.6989700043360189,None,False
2058,Ar,2,209.991,0.0,-inf,?,False
2059,Ar,2,210.14605,7.0,0.8450980400142568,None,False
2060,Ar,2,210.33517,112.0,2.0492180226701815,None,False
2061,Ar,2,210.48862,22.0,1.3424226808222062,None,False
2062,Ar,2,210.59351,25.0,1.3979400086720377,None,False
2063,Ar,2,210.6247,1.0,0.0,None,False
2064,Ar,2,210.6537,1.0,0.0,None,False
2065,Ar,2,210.80699,8.0,0.9030899869919435,None,False
2066,Ar,2,210.88763,3.0,0.47712125471966244,None,False
2067,Ar,2,210.90479,15.0,1.1760912590556813,None,False
2068,Ar,2,211.07472,14.0,1.146128035678238,None,False
2069,Ar,2,211.08964,15.0,1.1760912590556813,None,False
2070,Ar,2,211.4532,1.0,0.0,None,False
2071,Ar,2,211.50789,11.0,1.0413926851582251,None,False
2072,Ar,2,211.621,0.0,-inf,.5,False
2073,Ar,2,211.66863,66.0,1.8195439355418688,None,False
2074,Ar,2,211.7934,1.0,0.0,None,False
2075,Ar,2,211.8948,1.0,0.0,None,False
2076,Ar,2,211.99839,44.0,1.6434526764861874,None,False
2077,Ar,2,212.08511,4.0,0.6020599913279624,None,False
2078,Ar,2,212.13048,5.0,0.6989700043360189,None,False
2079,Ar,2,212.1542,1.0,0.0,None,False
2080,Ar,3,212.234,8.0,0.9030899869919435,None,False
2081,Ar,3,212.51373,7.0,0.8450980400142568,None,False
2082,Ar,2,212.52713,5.0,0.6989700043360189,None,False
2083,Ar,3,212.55,3.0,0.47712125471966244,None,False
2084,Ar,2,212.5706,1.0,0.0,None,False
2085,Ar,2,212.66643,79.0,1.8976270912904414,None,False
2086,Ar,2,212.70503,10.0,1.0,None,False
2087,Ar,2,212.7646,3.0,0.47712125471966244,None,False
2088,Ar,3,212.789,3.0,0.47712125471966244,None,False
2089,Ar,3,212.822,6.0,0.7781512503836436,None,False
2090,Ar,2,212.8665,1.0,0.0,None,False
2091,Ar,2,212.94236,32.0,1.505149978319906,None,False
2092,Ar,2,212.98085,21.0,1.3222192947339193,None,False
2093,Ar,2,213.04258,155.0,2.1903316981702914,None,False
2094,Ar,2,213.0974,0.0,-inf,.5,False
2095,Ar,3,213.38684,11.0,1.0413926851582251,None,False
2096,Ar,2,213.4941,1.0,0.0,None,False
2097,Ar,3,213.53565,5.0,0.6989700043360189,None,False
2098,Ar,3,213.673,3.0,0.47712125471966244,None,False
2099,Ar,3,213.859,10.0,1.0,None,False
2100,Ar,2,213.88805,59.0,1.7708520116421442,None,False
2101,Ar,2,214.0747,2.0,0.3010299956639812,*,False
2102,Ar,2,214.0747,2.0,0.3010299956639812,*,False
2103,Ar,3,214.1125,4.0,0.6020599913279624,None,False
2104,Ar,2,214.1682,7.0,0.8450980400142568,None,False
2105,Ar,2,214.16835,4.0,0.6020599913279624,None,False
2106,Ar,2,214.22762,17.0,1.2304489213782739,None,False
2107,Ar,3,214.3455,1.0,0.0,None,False
2108,Ar,2,214.3884,3.0,0.47712125471966244,None,False
2109,Ar,2,214.68255,14.0,1.146128035678238,None,False
2110,Ar,2,214.7681,2.0,0.3010299956639812,None,False
2111,Ar,3,214.795,6.0,0.7781512503836436,None,False
2112,Ar,3,214.8389,4.0,0.6020599913279624,None,False
2113,Ar,3,214.873,8.0,0.9030899869919435,None,False
2114,Ar,3,214.907,3.0,0.47712125471966244,None,False
2115,Ar,2,215.05367,6.0,0.7781512503836436,None,False
2116,Ar,2,215.10518,129.0,2.110589710299249,None,False
2117,Ar,2,215.194,0.0,-inf,None,False
2118,Ar,2,215.30684,120.0,2.0791812460476247,None,False
2119,Ar,2,215.39813,51.0,1.7075701760979363,None,False
2120,Ar,2,215.5588,1.0,0.0,None,False
2121,Ar,3,215.638,3.0,0.47712125471966244,None,False
2122,Ar,3,215.753,3.0,0.47712125471966244,None,False
2123,Ar,2,215.8755,2.0,0.3010299956639812,None,False
2124,Ar,2,215.88834,25.0,1.3979400086720377,None,False
2125,Ar,2,215.90494,37.0,1.568201724066995,None,False
2126,Ar,2,216.18943,20.0,1.3010299956639813,None,False
2127,Ar,2,216.22906,11.0,1.0413926851582251,None,False
2128,Ar,2,216.43506,13.0,1.1139433523068367,None,False
2129,Ar,2,216.5039,1.0,0.0,None,False
2130,Ar,2,216.57875,17.0,1.2304489213782739,None,False
2131,Ar,2,216.58188,178.0,2.250420002308894,None,False
2132,Ar,3,216.619,15.0,1.1760912590556813,None,False
2133,Ar,3,216.82822,8.0,0.9030899869919435,None,False
2134,Ar,3,217.02217,5.0,0.6989700043360189,None,False
2135,Ar,2,217.0914,1.0,0.0,None,False
2136,Ar,2,217.1038,1.0,0.0,None,False
2137,Ar,2,217.1314,105.0,2.0211892990699383,None,False
2138,Ar,2,217.14192,107.0,2.0293837776852097,None,False
2139,Ar,2,217.2341,2.0,0.3010299956639812,None,False
2140,Ar,2,217.26353,11.0,1.0413926851582251,None,False
2141,Ar,2,217.3209,1.0,0.0,None,False
2142,Ar,2,217.374,0.0,-inf,None,False
2143,Ar,2,217.419,2.0,0.3010299956639812,bl?,False
2144,Ar,2,217.45839,166.0,2.220108088040055,None,False
2145,Ar,2,217.55048,58.0,1.7634279935629373,None,False
2146,Ar,2,217.56381,813.0,2.910090545594068,None,False
2147,Ar,2,217.59645,20.0,1.3010299956639813,None,False
2148,Ar,2,217.6387,1.0,0.0,None,False
2149,Ar,3,217.71971,7.0,0.8450980400142568,None,False
2150,Ar,2,218.0089,2.0,0.3010299956639812,None,False
2151,Ar,2,218.02489,7.0,0.8450980400142568,None,False
2152,Ar,2,218.0789,1.0,0.0,None,False
2153,Ar,2,218.0956,0.0,-inf,.5,False
2154,Ar,2,218.12106,138.0,2.1398790864012365,None,False
2155,Ar,2,218.1383,8.0,0.9030899869919435,None,False
2156,Ar,2,218.2849,0.0,-inf,.5,False
2157,Ar,3,218.40267,10.0,1.0,None,False
2158,Ar,2,218.54865,74.0,1.8692317197309762,None,False
2159,Ar,3,218.66627,12.0,1.0791812460476249,None,False
2160,Ar,2,218.73153,155.0,2.1903316981702914,None,False
2161,Ar,3,218.81716,10.0,1.0,None,False
2162,Ar,2,218.835,0.0,-inf,None,False
2163,Ar,2,218.84935,37.0,1.568201724066995,None,False
2164,Ar,2,218.895,0.0,-inf,None,False
2165,Ar,2,219.0235,2.0,0.3010299956639812,None,False
2166,Ar,2,219.05107,135.0,2.130333768495006,None,False
2167,Ar,3,219.11209,5.0,0.6989700043360189,None,False
2168,Ar,2,219.11472,5.0,0.6989700043360189,None,False
2169,Ar,2,219.1287,50.0,1.6989700043360187,None,False
2170,Ar,2,219.15789,48.0,1.6812412373755872,None,False
2171,Ar,3,219.20137,17.0,1.2304489213782739,None,False
2172,Ar,2,219.2224,2.0,0.3010299956639812,None,False
2173,Ar,2,219.49071,8.0,0.9030899869919435,None,False
2174,Ar,2,219.53546,7.0,0.8450980400142568,None,False
2175,Ar,2,219.54437,59.0,1.7708520116421442,None,False
2176,Ar,2,219.6392,5.0,0.6989700043360189,None,False
2177,Ar,2,219.7072,0.0,-inf,None,False
2178,Ar,2,219.7786,1.0,0.0,None,False
2179,Ar,2,220.12416,9.0,0.9542425094393249,None,False
2180,Ar,2,220.1573,1.0,0.0,None,False
2181,Ar,2,220.2135,1.0,0.0,None,False
2182,Ar,2,220.46981,6.0,0.7781512503836436,None,False
2183,Ar,2,220.57332,95.0,1.9777236052888478,None,False
2184,Ar,2,220.81507,5.0,0.6989700043360189,None,False
2185,Ar,2,221.03173,12.0,1.0791812460476249,None,False
2186,Ar,2,221.0883,3.0,0.47712125471966244,"bl,i",False
2187,Ar,2,221.2094,0.0,-inf,.5m?*,False
2188,Ar,2,221.2094,0.0,-inf,.5m?*,False
2189,Ar,2,221.4147,1.0,0.0,None,False
2190,Ar,2,221.61849,87.0,1.9395192526186185,None,False
2191,Ar,2,221.8375,1.0,0.0,None,False
2192,Ar,2,221.88032,132.0,2.12057393120585,None,False
2193,Ar,2,221.99624,117.0,2.0681858617461617,None,False
2194,Ar,2,222.03507,13.0,1.1139433523068367,None,False
2195,Ar,2,222.13518,14.0,1.146128035678238,None,False
2196,Ar,2,222.20674,19.0,1.2787536009528289,None,False
2197,Ar,2,222.2408,0.0,-inf,.5,False
2198,Ar,2,222.455,1.0,0.0,None,False
2199,Ar,2,222.56602,309.0,2.4899584794248346,None,False
2200,Ar,2,222.72977,62.0,1.792391689498254,None,False
2201,Ar,2,222.9024,0.0,-inf,.5bl,False
2202,Ar,2,222.95322,11.0,1.0413926851582251,None,False
2203,Ar,2,222.96465,603.0,2.780317312140151,None,False
2204,Ar,2,223.03202,13.0,1.1139433523068367,None,False
2205,Ar,2,223.10253,13.0,1.1139433523068367,None,False
2206,Ar,2,223.14204,240.0,2.380211241711606,None,False
2207,Ar,2,223.34783,50.0,1.6989700043360187,None,False
2208,Ar,2,223.46724,214.0,2.330413773349191,None,False
2209,Ar,2,223.57593,20.0,1.3010299956639813,None,False
2210,Ar,2,223.59032,21.0,1.3222192947339193,None,False
2211,Ar,2,223.65255,62.0,1.792391689498254,None,False
2212,Ar,2,223.73844,11.0,1.0413926851582251,None,False
2213,Ar,2,223.77194,9.0,0.9542425094393249,None,False
2214,Ar,2,223.8028,1.0,0.0,None,False
2215,Ar,2,223.9615,0.0,-inf,.5,False
2216,Ar,2,223.99043,6.0,0.7781512503836436,None,False
2217,Ar,2,224.10267,204.0,2.3096301674258988,None,False
2218,Ar,3,224.17249,31.0,1.4913616938342726,None,False
2219,Ar,2,224.1858,2.0,0.3010299956639812,None,False
2220,Ar,3,224.23208,5.0,0.6989700043360189,None,False
2221,Ar,2,224.36598,102.0,2.0086001717619175,None,False
2222,Ar,2,224.408,1.0,0.0,None,False
2223,Ar,2,224.5116,10.0,1.0,None,False
2224,Ar,2,224.541,2.0,0.3010299956639812,None,False
2225,Ar,2,224.59719,34.0,1.5314789170422551,None,False
2226,Ar,3,224.873,7.0,0.8450980400142568,None,False
2227,Ar,2,224.93457,31.0,1.4913616938342726,None,False
2228,Ar,2,224.96584,8.0,0.9030899869919435,None,False
2229,Ar,2,225.1403,2.0,0.3010299956639812,None,False
2230,Ar,2,225.22464,37.0,1.568201724066995,None,False
2231,Ar,2,225.252,0.0,-inf,.5,False
2232,Ar,2,225.28294,7.0,0.8450980400142568,?,False
2233,Ar,2,225.4283,5.0,0.6989700043360189,None,False
2234,Ar,2,225.5178,1.0,0.0,None,False
2235,Ar,2,225.54063,38.0,1.5797835966168101,None,False
2236,Ar,2,225.65429,28.0,1.4471580313422192,None,False
2237,Ar,2,225.79672,5.0,0.6989700043360189,None,False
2238,Ar,2,225.8342,1.0,0.0,None,False
2239,Ar,2,226.1211,0.0,-inf,.5,False
2240,Ar,2,226.2632,2.0,0.3010299956639812,None,False
2241,Ar,2,226.2877,0.0,-inf,.5,False
2242,Ar,2,226.30683,10.0,1.0,None,False
2244,Ar,2,226.4128,0.0,-inf,.5,False
2245,Ar,3,226.51445,34.0,1.5314789170422551,None,False
2246,Ar,2,226.52222,41.0,1.6127838567197355,None,False
2247,Ar,2,226.64387,8.0,0.9030899869919435,None,False
2248,Ar,2,226.69426,4.0,0.6020599913279624,None,False
2249,Ar,2,226.71115,18.0,1.255272505103306,None,False
2250,Ar,2,226.8625,1.0,0.0,None,False
2251,Ar,2,226.9598,0.0,-inf,.5,False
2252,Ar,3,226.97517,36.0,1.5563025007672873,None,False
2253,Ar,3,226.99537,100.0,2.0,None,False
2255,Ar,2,227.264,2.0,0.3010299956639812,None,False
2256,Ar,2,227.2765,0.0,-inf,.5,False
2257,Ar,2,227.49262,13.0,1.1139433523068367,None,False
2258,Ar,2,227.5054,1.0,0.0,None,False
2259,Ar,2,227.53612,30.0,1.4771212547196624,None,False
2260,Ar,2,227.673,0.0,-inf,None,False
2261,Ar,3,227.90327,9.0,0.9542425094393249,None,False
2262,Ar,3,227.947,3.0,0.47712125471966244,None,False
2263,Ar,3,227.968,4.0,0.6020599913279624,None,False
2264,Ar,3,228.085,5.0,0.6989700043360189,None,False
2265,Ar,3,228.11989,5.0,0.6989700043360189,None,False
2266,Ar,2,228.1512,1.0,0.0,None,False
