,element,spectrum_number,wavelength_nm,intensity,log10_intensity,tags,visible
5,Ar,17,0.3137,0.0,-inf,None,False
8,Ar,17,0.3198,13.0,1.1139433523068367,None,False
9,Ar,17,0.3362,19.0,1.2787536009528289,None,False
40,Ar,18,0.3731105,13.0,1.1139433523068367,None,False
42,Ar,18,0.3736522,7.0,0.8450980400142568,None,False
63,Ar,17,0.3949065,100.0,2.0,None,False
65,Ar,17,0.3963,55.0,1.7403626894942439,None,False
207,Ar,14,2.1167,3.0,0.47712125471966244,None,False
208,Ar,14,2.128,2.0,0.3010299956639812,None,False
213,Ar,13,2.2996,6.0,0.7781512503836436,None,False
220,Ar,12,2.5041,7.0,0.8450980400142568,bl,False
222,Ar,14,2.556,60.0,1.7781512503836436,*,False
223,Ar,14,2.556,60.0,1.7781512503836436,*,False
229,Ar,14,2.6273,7.0,0.8450980400142568,bl,False
231,Ar,14,2.722,1.0,0.0,None,False
232,Ar,14,2.742,4.0,0.6020599913279624,None,False
233,Ar,14,2.7469,20.0,1.3010299956639813,None,False
234,Ar,14,2.7631,19.0,1.2787536009528289,bl,False
238,Ar,10,2.7938,2.0,0.3010299956639812,None,False
239,Ar,10,2.8101,1.0,0.0,None,False
240,Ar,14,2.8223,4.0,0.6020599913279624,None,False
243,Ar,14,2.878,4.0,0.6020599913279624,*,False
244,Ar,14,2.878,4.0,0.6020599913279624,*,False
245,Ar,10,2.911,3.0,0.47712125471966244,None,False
246,Ar,13,2.9209,8.0,0.9030899869919435,bl*,False
247,Ar,13,2.9209,8.0,0.9030899869919435,bl*,False
248,Ar,13,2.9249,2.0,0.3010299956639812,None,False
252,Ar,13,2.9348,20.0,1.3010299956639813,bl,False
254,Ar,13,2.9549,4.0,0.6020599913279624,None,False
257,Ar,13,3.0214,2.0,0.3010299956639812,None,False
258,Ar,14,3.0215,4.0,0.6020599913279624,None,False
259,Ar,13,3.024,1.0,0.0,None,False
260,Ar,13,3.026,1.0,0.0,None,False
261,Ar,14,3.0344,3.0,0.47712125471966244,None,False
263,Ar,12,3.0602,2.0,0.3010299956639812,bl,False
264,Ar,10,3.0959,7.0,0.8450980400142568,bl,False
265,Ar,12,3.1347,6.0,0.7781512503836436,None,False
266,Ar,12,3.1374,20.0,1.3010299956639813,bl,False
267,Ar,12,3.1458,3.0,0.47712125471966244,None,False
268,Ar,12,3.1483,2.0,0.3010299956639812,*,False
269,Ar,12,3.1483,2.0,0.3010299956639812,*,False
270,Ar,10,3.1491,5.0,0.6989700043360189,bl,False
272,Ar,12,3.155,2.0,0.3010299956639812,None,False
273,Ar,10,3.1641,4.0,0.6020599913279624,bl,False
274,Ar,12,3.1642,8.0,0.9030899869919435,None,False
276,Ar,13,3.1864,1.0,0.0,None,False
277,Ar,12,3.1962,3.0,0.47712125471966244,None,False
278,Ar,12,3.1984,2.0,0.3010299956639812,None,False
279,Ar,14,3.2014,6.0,0.7781512503836436,bl*,False
280,Ar,14,3.2014,6.0,0.7781512503836436,bl*,False
281,Ar,12,3.2027,1.0,0.0,*,False
282,Ar,12,3.2027,1.0,0.0,*,False
283,Ar,12,3.2147,3.0,0.47712125471966244,None,False
285,Ar,13,3.234,1.0,0.0,None,False
286,Ar,12,3.2344,3.0,0.47712125471966244,None,False
287,Ar,12,3.2459,2.0,0.3010299956639812,None,False
288,Ar,12,3.2546,3.0,0.47712125471966244,*,False
289,Ar,12,3.2546,3.0,0.47712125471966244,*,False
291,Ar,10,3.274,1.0,0.0,None,False
315,Ar,12,3.4675,2.0,0.3010299956639812,bl,False
316,Ar,12,3.478,4.0,0.6020599913279624,None,False
318,Ar,12,3.488,2.0,0.3010299956639812,*,False
319,Ar,12,3.488,2.0,0.3010299956639812,*,False
327,Ar,12,3.568,220.0,2.342422680822206,*,False
328,Ar,12,3.568,220.0,2.342422680822206,*,False
329,Ar,12,3.568,220.0,2.342422680822206,*,False
331,Ar,12,3.626,1.0,0.0,None,False
332,Ar,10,3.6553,5.0,0.6989700043360189,None,False
334,Ar,10,3.6758,2.0,0.3010299956639812,None,False
335,Ar,12,3.6765,2.0,0.3010299956639812,None,False
337,Ar,10,3.7431,16.0,1.2041199826559248,bl,False
338,Ar,10,3.7598,8.0,0.9030899869919435,bl,False
339,Ar,10,3.7808,1.0,0.0,None,False
340,Ar,10,3.8227,5.0,0.6989700043360189,None,False
341,Ar,11,3.833,380.0,2.57978359661681,None,False
342,Ar,10,3.8411,9.0,0.9542425094393249,None,False
343,Ar,10,3.8498,8.0,0.9030899869919435,bl*,False
344,Ar,10,3.8498,8.0,0.9030899869919435,bl*,False
349,Ar,11,3.893,390.0,2.591064607026499,None,False
368,Ar,9,4.1485,15.0,1.1760912590556813,None,False
369,Ar,10,4.157,4.0,0.6020599913279624,None,False
370,Ar,10,4.189,2.0,0.3010299956639812,None,False
373,Ar,10,4.294,5.0,0.6989700043360189,None,False
374,Ar,10,4.3272,11.0,1.0413926851582251,None,False
375,Ar,10,4.3705,5.0,0.6989700043360189,None,False
376,Ar,10,4.3928,14.0,1.146128035678238,None,False
377,Ar,10,4.4059,5.0,0.6989700043360189,None,False
378,Ar,10,4.4257,11.0,1.0413926851582251,bl*,False
379,Ar,10,4.4257,11.0,1.0413926851582251,bl*,False
380,Ar,10,4.4449,20.0,1.3010299956639813,bl*,False
381,Ar,10,4.4449,20.0,1.3010299956639813,bl*,False
382,Ar,10,4.463,8.0,0.9030899869919435,None,False
384,Ar,10,4.484,6.0,0.7781512503836436,None,False
385,Ar,10,4.5026,5.0,0.6989700043360189,None,False
386,Ar,9,4.8737,20.0,1.3010299956639813,None,False
430,Ar,9,11.2485,3.0,0.47712125471966244,None,False
432,Ar,9,11.2619,3.0,0.47712125471966244,None,False
433,Ar,9,11.2712,1.0,0.0,bl,False
436,Ar,9,11.5077,4.0,0.6020599913279624,bl*,False
437,Ar,9,11.5077,4.0,0.6020599913279624,bl*,False
438,Ar,9,11.5077,4.0,0.6020599913279624,bl*,False
439,Ar,9,11.5197,6.0,0.7781512503836436,bl*,False
440,Ar,9,11.5197,6.0,0.7781512503836436,bl*,False
442,Ar,9,11.5964,3.0,0.47712125471966244,None,False
443,Ar,9,11.6183,2.0,0.3010299956639812,None,False
444,Ar,9,11.6527,3.0,0.47712125471966244,None,False
445,Ar,9,11.6804,2.0,0.3010299956639812,None,False
453,Ar,9,12.3556,3.0,0.47712125471966244,None,False
462,Ar,9,12.481,3.0,0.47712125471966244,None,False
477,Ar,9,12.5266,3.0,0.47712125471966244,None,False
478,Ar,9,12.5464,2.0,0.3010299956639812,*,False
479,Ar,9,12.5464,2.0,0.3010299956639812,*,False
481,Ar,9,12.5999,5.0,0.6989700043360189,bl*,False
482,Ar,9,12.5999,5.0,0.6989700043360189,bl*,False
483,Ar,9,12.6604,2.0,0.3010299956639812,None,False
486,Ar,9,12.8574,2.0,0.3010299956639812,None,False
494,Ar,10,13.143,1.0,0.0,None,False
495,Ar,10,13.1771,4.0,0.6020599913279624,bl,False
496,Ar,10,13.2349,5.0,0.6989700043360189,bl*,False
497,Ar,10,13.2349,5.0,0.6989700043360189,bl*,False
500,Ar,10,13.2746,4.0,0.6020599913279624,bl,False
501,Ar,10,13.3163,2.0,0.3010299956639812,bl,False
502,Ar,10,13.3341,3.0,0.47712125471966244,bl,False
505,Ar,9,13.5707,4.0,0.6020599913279624,None,False
506,Ar,9,13.6164,7.0,0.8450980400142568,None,False
514,Ar,9,13.723,2.0,0.3010299956639812,None,False
515,Ar,9,13.7394,5.0,0.6989700043360189,bl,False
516,Ar,9,13.7537,6.0,0.7781512503836436,None,False
517,Ar,9,13.7656,6.0,0.7781512503836436,None,False
523,Ar,9,14.2767,3.0,0.47712125471966244,None,False
526,Ar,9,14.36,4.0,0.6020599913279624,None,False
529,Ar,9,14.4512,5.0,0.6989700043360189,None,False
530,Ar,9,14.5127,4.0,0.6020599913279624,None,False
531,Ar,9,14.5607,3.0,0.47712125471966244,None,False
532,Ar,9,14.6046,3.0,0.47712125471966244,None,False
533,Ar,9,14.6098,3.0,0.47712125471966244,None,False
536,Ar,9,14.6821,3.0,0.47712125471966244,*,False
537,Ar,9,14.6821,3.0,0.47712125471966244,*,False
539,Ar,9,14.7949,5.0,0.6989700043360189,None,False
540,Ar,9,14.839,5.0,0.6989700043360189,None,False
541,Ar,9,14.8651,2.0,0.3010299956639812,None,False
542,Ar,9,14.8903,1.0,0.0,None,False
548,Ar,9,15.16,3.0,0.47712125471966244,bl,False
553,Ar,9,15.2072,3.0,0.47712125471966244,None,False
556,Ar,9,15.2354,3.0,0.47712125471966244,None,False
557,Ar,9,15.2577,8.0,0.9030899869919435,bl,False
558,Ar,9,15.2692,9.0,0.9542425094393249,*,False
559,Ar,9,15.2692,9.0,0.9542425094393249,*,False
560,Ar,9,15.3427,6.0,0.7781512503836436,None,False
562,Ar,9,15.3727,7.0,0.8450980400142568,None,False
563,Ar,9,15.4114,6.0,0.7781512503836436,None,False
565,Ar,9,15.4445,8.0,0.9030899869919435,bl,False
568,Ar,10,15.7114,2.0,0.3010299956639812,None,False
569,Ar,10,15.76,2.0,0.3010299956639812,None,False
570,Ar,10,15.7905,2.0,0.3010299956639812,None,False
578,Ar,12,16.12,40.0,1.6020599913279623,None,False
584,Ar,10,16.3778,1.0,0.0,None,False
592,Ar,10,16.582,6.0,0.7781512503836436,None,False
593,Ar,10,16.5901,1.0,0.0,None,False
596,Ar,10,16.6532,5.0,0.6989700043360189,None,False
599,Ar,10,16.7826,4.0,0.6020599913279624,None,False
603,Ar,10,16.9906,1.0,0.0,None,False
604,Ar,10,16.9985,1.0,0.0,None,False
605,Ar,10,17.0477,1.0,0.0,None,False
616,Ar,6,18.0089,1.0,0.0,None,False
619,Ar,6,18.0726,3.0,0.47712125471966244,None,False
635,Ar,9,18.752,4.0,0.6020599913279624,None,False
638,Ar,14,18.7962,26.0,1.414973347970818,None,False
640,Ar,9,18.8296,8.0,0.9030899869919435,None,False
641,Ar,9,18.8631,4.0,0.6020599913279624,None,False
645,Ar,9,19.013,4.0,0.6020599913279624,None,False
648,Ar,9,19.1562,2.0,0.3010299956639812,None,False
655,Ar,14,19.4401,19.0,1.2787536009528289,None,False
657,Ar,8,19.8,20.0,1.3010299956639813,*,False
658,Ar,8,19.8,20.0,1.3010299956639813,*,False
663,Ar,9,20.0946,4.0,0.6020599913279624,None,False
664,Ar,9,20.1529,5.0,0.6989700043360189,None,False
666,Ar,9,20.2387,8.0,0.9030899869919435,None,False
668,Ar,9,20.3644,9.0,0.9542425094393249,None,False
669,Ar,9,20.4127,1.0,0.0,None,False
671,Ar,9,20.486,8.0,0.9030899869919435,None,False
672,Ar,8,20.5,16.0,1.2041199826559248,*,False
673,Ar,8,20.5,16.0,1.2041199826559248,*,False
675,Ar,9,20.5665,5.0,0.6989700043360189,None,False
678,Ar,9,20.6319,6.0,0.7781512503836436,None,False
679,Ar,9,20.665,6.0,0.7781512503836436,bl,False
687,Ar,9,21.3061,3.0,0.47712125471966244,*,False
688,Ar,9,21.3061,3.0,0.47712125471966244,*,False
695,Ar,8,21.9,16.0,1.2041199826559248,*,False
696,Ar,8,21.9,16.0,1.2041199826559248,*,False
697,Ar,6,21.991,4.0,0.6020599913279624,None,False
698,Ar,6,22.093,6.0,0.7781512503836436,bl,False
700,Ar,8,22.2,69.0,1.8388490907372552,*,False
701,Ar,8,22.2,69.0,1.8388490907372552,*,False
712,Ar,5,23.2379,1.0,0.0,None,False
713,Ar,5,23.2549,4.0,0.6020599913279624,None,False
719,Ar,5,24.0339,1.0,0.0,t,False
732,Ar,5,24.9611,4.0,0.6020599913279624,None,False
737,Ar,5,25.1115,3.0,0.47712125471966244,None,False
738,Ar,5,25.1544,5.0,0.6989700043360189,t,False
739,Ar,5,25.1599,5.0,0.6989700043360189,None,False
740,Ar,5,25.2072,6.0,0.7781512503836436,*,False
741,Ar,5,25.2072,6.0,0.7781512503836436,*,False
742,Ar,5,25.2671,6.0,0.7781512503836436,None,False
747,Ar,5,25.7495,7.0,0.8450980400142568,None,False
753,Ar,5,26.22,8.0,0.9030899869919435,*,False
754,Ar,5,26.22,8.0,0.9030899869919435,*,False
755,Ar,5,26.22,8.0,0.9030899869919435,*,False
766,Ar,7,27.92,80.0,1.9030899869919435,None,False
768,Ar,6,28.143,1.0,0.0,None,False
769,Ar,6,28.191,1.0,0.0,None,False
771,Ar,6,28.242,2.0,0.3010299956639812,None,False
772,Ar,6,28.255,1.0,0.0,*,False
773,Ar,6,28.255,1.0,0.0,*,False
774,Ar,8,28.3,7.0,0.8450980400142568,*,False
775,Ar,8,28.3,7.0,0.8450980400142568,*,False
776,Ar,6,28.316,1.0,0.0,None,False
777,Ar,6,28.355,1.0,0.0,None,False
778,Ar,6,29.2134,7.0,0.8450980400142568,None,False
779,Ar,6,29.403,2.0,0.3010299956639812,None,False
784,Ar,5,32.2019,7.0,0.8450980400142568,None,False
785,Ar,5,32.3152,6.0,0.7781512503836436,None,False
786,Ar,5,32.3939,5.0,0.6989700043360189,None,False
787,Ar,6,32.615,2.0,0.3010299956639812,bl,False
788,Ar,6,32.622,4.0,0.6020599913279624,None,False
789,Ar,6,32.632,4.0,0.6020599913279624,None,False
791,Ar,5,33.657,1.0,0.0,None,False
795,Ar,5,33.758,1.0,0.0,None,False
796,Ar,5,33.801,1.0,0.0,None,False
798,Ar,5,33.845,1.0,0.0,None,False
799,Ar,5,33.902,1.0,0.0,None,False
800,Ar,5,33.989,1.0,0.0,None,False
802,Ar,5,35.088,2.0,0.3010299956639812,None,False
805,Ar,5,35.723,1.0,0.0,None,False
812,Ar,3,36.83,3.0,0.47712125471966244,None,False
813,Ar,3,37.175,3.0,0.47712125471966244,*,False
814,Ar,3,37.175,3.0,0.47712125471966244,*,False
816,Ar,8,37.9,5.0,0.6989700043360189,None,False
817,Ar,5,37.969,3.0,0.47712125471966244,None,False
818,Ar,3,38.2629,125.0,2.0969100130080562,None,False
819,Ar,3,38.7475,100.0,2.0,None,False
820,Ar,4,38.87,120.0,2.0791812460476247,None,False
822,Ar,5,38.9163,2.0,0.3010299956639812,None,False
824,Ar,3,38.9511,25.0,1.3979400086720377,None,False
826,Ar,3,39.5919,50.0,1.6989700043360187,None,False
827,Ar,7,39.627,20.0,1.3010299956639813,None,False
828,Ar,3,39.6369,200.0,2.3010299956639813,None,False
829,Ar,3,39.6422,50.0,1.6989700043360187,None,False
830,Ar,4,39.68748,160.0,2.2041199826559246,None,False
831,Ar,3,39.7668,50.0,1.6989700043360187,None,False
832,Ar,3,39.8151,50.0,1.6989700043360187,None,False
833,Ar,3,39.8178,125.0,2.0969100130080562,None,False
834,Ar,3,39.8394,20.0,1.3010299956639813,None,False
835,Ar,4,39.8559,160.0,2.2041199826559246,None,False
836,Ar,3,39.888,50.0,1.6989700043360187,None,False
837,Ar,4,39.96544,120.0,2.0791812460476247,None,False
838,Ar,5,40.0,7.0,0.8450980400142568,None,False
839,Ar,3,40.063,1.0,0.0,None,False
840,Ar,4,40.541,9.0,0.9542425094393249,*,False
841,Ar,4,40.541,9.0,0.9542425094393249,*,False
842,Ar,4,40.564,10.0,1.0,None,False
843,Ar,7,40.731,20.0,1.3010299956639813,None,False
846,Ar,3,40.908,1.0,0.0,None,False
847,Ar,6,40.91,6.0,0.7781512503836436,None,False
848,Ar,6,40.928,2.0,0.3010299956639812,None,False
849,Ar,6,41.01,6.0,0.7781512503836436,bl,False
850,Ar,5,41.101,1.0,0.0,None,False
851,Ar,7,41.559,60.0,1.7781512503836436,bl,False
852,Ar,5,41.56,18.0,1.255272505103306,None,False
853,Ar,7,41.566,60.0,1.7781512503836436,bl,False
854,Ar,7,41.577,60.0,1.7781512503836436,bl,False
855,Ar,7,41.619,40.0,1.6020599913279623,None,False
856,Ar,7,41.706,60.0,1.7781512503836436,q,False
857,Ar,7,41.736,80.0,1.9030899869919435,None,False
858,Ar,4,41.84,180.0,2.255272505103306,None,False
860,Ar,3,42.249,1.0,0.0,None,False
861,Ar,7,42.253,60.0,1.7781512503836436,None,False
862,Ar,4,42.3275,20.0,1.3010299956639813,None,False
863,Ar,7,42.35,100.0,2.0,None,False
864,Ar,4,42.3508,100.0,2.0,None,False
866,Ar,4,42.5537,100.0,2.0,None,False
867,Ar,7,42.599,3.0,0.47712125471966244,None,False
868,Ar,7,42.67,40.0,1.6020599913279623,*,False
869,Ar,7,42.67,40.0,1.6020599913279623,*,False
870,Ar,4,42.936,6.0,0.7781512503836436,None,False
871,Ar,4,42.969,8.0,0.9030899869919435,q*,False
872,Ar,4,42.969,8.0,0.9030899869919435,q*,False
873,Ar,9,43.1123,130.0,2.113943352306837,bl,False
874,Ar,12,43.4,0.0,-inf,.37,False
875,Ar,4,43.539,1.0,0.0,None,False
876,Ar,7,43.565,60.0,1.7781512503836436,None,False
878,Ar,5,43.663,3.0,0.47712125471966244,None,False
879,Ar,7,43.685,60.0,1.7781512503836436,None,False
880,Ar,7,43.863,40.0,1.6020599913279623,None,False
882,Ar,7,44.061,60.0,1.7781512503836436,None,False
883,Ar,4,44.22,6.0,0.7781512503836436,None,False
884,Ar,7,44.308,40.0,1.6020599913279623,None,False
885,Ar,4,44.34,12.0,1.0791812460476249,bl:*,False
886,Ar,4,44.34,12.0,1.0791812460476249,bl:*,False
887,Ar,4,44.364,5.0,0.6989700043360189,None,False
888,Ar,5,44.597,3.0,0.47712125471966244,None,False
889,Ar,4,44.6387,40.0,1.6020599913279623,None,False
890,Ar,5,44.696,2.0,0.3010299956639812,None,False
891,Ar,5,44.753,3.0,0.47712125471966244,None,False
892,Ar,4,44.8518,120.0,2.0791812460476247,None,False
893,Ar,5,44.908,2.0,0.3010299956639812,None,False
894,Ar,4,44.9463,40.0,1.6020599913279623,None,False
895,Ar,5,44.95,3.0,0.47712125471966244,None,False
896,Ar,4,44.982,80.0,1.9030899869919435,None,False
898,Ar,7,45.037,3.0,0.47712125471966244,None,False
899,Ar,9,45.066,40.0,1.6020599913279623,None,False
900,Ar,7,45.093,3.0,0.47712125471966244,None,False
901,Ar,12,45.1,0.0,-inf,.19,False
902,Ar,4,45.1211,15.0,1.1760912590556813,None,False
903,Ar,4,45.1877,45.0,1.6532125137753437,None,False
904,Ar,4,45.2015,160.0,2.2041199826559246,None,False
905,Ar,4,45.2374,20.0,1.3010299956639813,None,False
906,Ar,5,45.239,3.0,0.47712125471966244,None,False
907,Ar,4,45.293,80.0,1.9030899869919435,None,False
908,Ar,5,45.499,2.0,0.3010299956639812,None,False
909,Ar,6,45.583,6.0,0.7781512503836436,q,False
910,Ar,6,45.638,6.0,0.7781512503836436,None,False
911,Ar,6,45.701,8.0,0.9030899869919435,None,False
912,Ar,6,45.746,8.0,0.9030899869919435,bl,False
913,Ar,6,45.751,4.0,0.6020599913279624,bl,False
914,Ar,6,45.805,8.0,0.9030899869919435,bl,False
915,Ar,5,45.809,3.0,0.47712125471966244,None,False
916,Ar,4,45.88,6.0,0.7781512503836436,None,False
917,Ar,5,45.896,3.0,0.47712125471966244,None,False
918,Ar,4,45.907,6.0,0.7781512503836436,None,False
919,Ar,6,45.932,8.0,0.9030899869919435,w,False
920,Ar,4,45.96,8.0,0.9030899869919435,None,False
921,Ar,6,45.9603,3.0,0.47712125471966244,None,False
922,Ar,5,45.973,3.0,0.47712125471966244,None,False
923,Ar,4,45.986,9.0,0.9542425094393249,None,False
924,Ar,6,46.009,6.0,0.7781512503836436,None,False
925,Ar,6,46.019,6.0,0.7781512503836436,None,False
926,Ar,2,46.108,8.0,0.9030899869919435,None,False
927,Ar,6,46.123,8.0,0.9030899869919435,w,False
928,Ar,5,46.124,2.0,0.3010299956639812,None,False
930,Ar,6,46.189,4.0,0.6020599913279624,None,False
931,Ar,6,46.201,6.0,0.7781512503836436,None,False
932,Ar,6,46.213,6.0,0.7781512503836436,None,False
933,Ar,5,46.241,2.0,0.3010299956639812,None,False
934,Ar,7,46.281,6.0,0.7781512503836436,None,False
935,Ar,6,46.293,2.0,0.3010299956639812,None,False
938,Ar,5,46.394,3.0,0.47712125471966244,None,False
939,Ar,2,46.4144,7.0,0.8450980400142568,None,False
940,Ar,6,46.426,8.0,0.9030899869919435,None,False
941,Ar,9,46.5118,100.0,2.0,None,False
942,Ar,9,46.551,150.0,2.1760912590556813,bl,False
943,Ar,6,46.558,6.0,0.7781512503836436,None,False
944,Ar,3,46.653,250.0,2.3979400086720375,None,False
945,Ar,5,46.679,1.0,0.0,None,False
946,Ar,6,46.694,8.0,0.9030899869919435,None,False
947,Ar,3,46.7399,300.0,2.4771212547196626,None,False
948,Ar,6,46.839,4.0,0.6020599913279624,None,False
949,Ar,3,46.8479,200.0,2.3010299956639813,None,False
950,Ar,9,46.8793,120.0,2.0791812460476247,None,False
951,Ar,6,46.88,6.0,0.7781512503836436,None,False
952,Ar,3,46.8965,150.0,2.1760912590556813,None,False
953,Ar,7,46.963,80.0,1.9030899869919435,None,False
954,Ar,3,46.9839,200.0,2.3010299956639813,None,False
955,Ar,3,46.9976,200.0,2.3010299956639813,None,False
956,Ar,12,47.0,0.0,-inf,.66,False
958,Ar,6,47.119,8.0,0.9030899869919435,None,False
959,Ar,6,47.187,4.0,0.6020599913279624,q,False
960,Ar,6,47.204,6.0,0.7781512503836436,None,False
961,Ar,6,47.229,4.0,0.6020599913279624,None,False
962,Ar,4,47.264,53.0,1.724275869600789,None,False
963,Ar,3,47.266,5.0,0.6989700043360189,None,False
964,Ar,3,47.3922,300.0,2.4771212547196626,None,False
965,Ar,7,47.393,60.0,1.7781512503836436,None,False
966,Ar,7,47.465,3.0,0.47712125471966244,None,False
967,Ar,7,47.496,6.0,0.7781512503836436,None,False
968,Ar,3,47.516,3.0,0.47712125471966244,None,False
969,Ar,3,47.546,6.0,0.7781512503836436,None,False
970,Ar,7,47.5656,8.0,0.9030899869919435,None,False
971,Ar,7,47.573,40.0,1.6020599913279623,*,False
972,Ar,7,47.573,40.0,1.6020599913279623,*,False
973,Ar,3,47.62,3.0,0.47712125471966244,None,False
974,Ar,3,47.6436,350.0,2.5440680443502757,None,False
975,Ar,3,47.734,3.0,0.47712125471966244,None,False
977,Ar,7,47.77,6.0,0.7781512503836436,None,False
978,Ar,7,47.788,6.0,0.7781512503836436,None,False
979,Ar,7,47.9379,12.0,1.0791812460476249,None,False
980,Ar,7,47.9485,2.0,0.3010299956639812,None,False
982,Ar,7,48.049,3.0,0.47712125471966244,None,False
984,Ar,3,48.1854,300.0,2.4771212547196626,None,False
985,Ar,7,48.187,40.0,1.6020599913279623,None,False
986,Ar,3,48.2552,400.0,2.6020599913279625,None,False
987,Ar,3,48.4117,250.0,2.3979400086720375,None,False
988,Ar,3,48.445,250.0,2.3979400086720375,None,False
989,Ar,9,48.4963,130.0,2.113943352306837,None,False
990,Ar,3,48.5153,300.0,2.4771212547196626,None,False
991,Ar,3,48.5528,200.0,2.3010299956639813,None,False
992,Ar,3,48.568,6.0,0.7781512503836436,None,False
993,Ar,6,48.578,6.0,0.7781512503836436,None,False
994,Ar,5,48.657,3.0,0.47712125471966244,None,False
995,Ar,7,48.689,40.0,1.6020599913279623,None,False
996,Ar,3,48.7029,350.0,2.5440680443502757,None,False
997,Ar,2,48.7227,2.0,0.3010299956639812,None,False
998,Ar,2,48.7264,0.0,-inf,None,False
999,Ar,4,48.768,7.0,0.8450980400142568,None,False
1000,Ar,4,48.799,6.0,0.7781512503836436,q,False
1001,Ar,7,48.824,40.0,1.6020599913279623,None,False
1002,Ar,3,48.8451,350.0,2.5440680443502757,None,False
1003,Ar,2,48.8782,0.0,-inf,.5,False
1004,Ar,2,48.8987,0.0,-inf,None,False
1005,Ar,7,48.914,40.0,1.6020599913279623,None,False
1006,Ar,2,48.9196,0.0,-inf,.5,False
1009,Ar,4,48.973,5.0,0.6989700043360189,None,False
1011,Ar,3,49.023,3.0,0.47712125471966244,None,False
1012,Ar,2,49.0698,0.0,-inf,.5,False
1013,Ar,4,49.102,9.0,0.9542425094393249,q*,False
1014,Ar,4,49.102,9.0,0.9542425094393249,q*,False
1015,Ar,3,49.1121,200.0,2.3010299956639813,None,False
1016,Ar,4,49.132,8.0,0.9030899869919435,None,False
1017,Ar,7,49.213,60.0,1.7781512503836436,q,False
1018,Ar,3,49.2227,150.0,2.1760912590556813,None,False
1019,Ar,2,49.2418,0.0,-inf,None,False
1020,Ar,7,49.255,40.0,1.6020599913279623,*,False
1021,Ar,7,49.255,40.0,1.6020599913279623,*,False
1022,Ar,7,49.255,40.0,1.6020599913279623,*,False
1023,Ar,4,49.2782,240.0,2.380211241711606,None,False
1024,Ar,7,49.346,20.0,1.3010299956639813,None,False
1025,Ar,9,49.374,430.0,2.6334684555795866,None,False
1026,Ar,2,49.4686,0.0,-inf,.5,False
1027,Ar,9,49.479,70.0,1.845098040014257,None,False
1028,Ar,7,49.481,20.0,1.3010299956639813,None,False
1029,Ar,9,49.49,60.0,1.7781512503836436,None,False
1030,Ar,5,49.509,1.0,0.0,None,False
1031,Ar,4,49.5377,200.0,2.3010299956639813,None,False
1032,Ar,4,49.5698,270.0,2.4313637641589874,None,False
1033,Ar,7,49.6,40.0,1.6020599913279623,None,False
1034,Ar,7,49.627,40.0,1.6020599913279623,None,False
1035,Ar,2,49.665,0.0,-inf,.5*,False
1036,Ar,2,49.665,0.0,-inf,.5*,False
1037,Ar,5,49.684,37.0,1.568201724066995,None,False
1038,Ar,9,49.8283,35.0,1.5440680443502757,None,False
1040,Ar,4,49.867,3.0,0.47712125471966244,None,False
1042,Ar,7,49.903,60.0,1.7781512503836436,None,False
1043,Ar,7,49.923,40.0,1.6020599913279623,q,False
1044,Ar,9,49.9799,25.0,1.3979400086720377,None,False
1045,Ar,4,49.98,6.0,0.7781512503836436,None,False
1046,Ar,2,49.992,1.0,0.0,None,False
1047,Ar,7,50.069,40.0,1.6020599913279623,None,False
1048,Ar,2,50.0798,0.0,-inf,.5,False
1050,Ar,7,50.093,60.0,1.7781512503836436,None,False
1051,Ar,7,50.109,60.0,1.7781512503836436,q,False
1052,Ar,2,50.1184,0.0,-inf,.5,False
1053,Ar,2,50.14,1.0,0.0,None,False
1054,Ar,2,50.1993,0.0,-inf,None,False
1055,Ar,2,50.2157,1.0,0.0,None,False
1056,Ar,3,50.339,3.0,0.47712125471966244,None,False
1057,Ar,2,50.3649,0.0,-inf,.5,False
1058,Ar,2,50.48,1.0,0.0,None,False
1059,Ar,2,50.5013,0.0,-inf,.5,False
1060,Ar,7,50.583,80.0,1.9030899869919435,None,False
1061,Ar,3,50.62,3.0,0.47712125471966244,None,False
1062,Ar,7,50.632,40.0,1.6020599913279623,None,False
1063,Ar,3,50.748,6.0,0.7781512503836436,None,False
1064,Ar,3,50.7623,25.0,1.3979400086720377,None,False
1065,Ar,9,50.7696,20.0,1.3010299956639813,None,False
1066,Ar,3,50.8439,450.0,2.6532125137753435,None,False
1067,Ar,3,50.8607,300.0,2.4771212547196626,None,False
1068,Ar,3,50.8668,180.0,2.255272505103306,None,False
1069,Ar,7,50.883,12.0,1.0791812460476249,q,False
1070,Ar,6,50.883,8.0,0.9030899869919435,None,False
1071,Ar,7,50.89,12.0,1.0791812460476249,bl,False
1072,Ar,6,50.891,8.0,0.9030899869919435,None,False
1073,Ar,6,50.912,4.0,0.6020599913279624,bl,False
1074,Ar,7,50.912,9.0,0.9542425094393249,bl,False
1075,Ar,6,50.92,8.0,0.9030899869919435,None,False
1076,Ar,9,51.0148,50.0,1.6989700043360187,None,False
1077,Ar,2,51.0554,1.0,0.0,None,False
1078,Ar,7,51.137,3.0,0.47712125471966244,None,False
1079,Ar,3,51.15018,300.0,2.4771212547196626,None,False
1080,Ar,3,51.15675,180.0,2.255272505103306,None,False
1081,Ar,5,51.189,2.0,0.3010299956639812,None,False
