390.0,0.692739,0.307260,0.835918
390.1,0.692658,0.307342,0.835202
390.2,0.692574,0.307426,0.834503
390.3,0.692489,0.307511,0.833820
390.4,0.692403,0.307597,0.833155
390.5,0.692315,0.307685,0.832507
390.6,0.692225,0.307775,0.831876
390.7,0.692134,0.307865,0.831261
390.8,0.692042,0.307958,0.830664
390.9,0.691948,0.308052,0.830084
391.0,0.691853,0.308147,0.829520
391.1,0.691756,0.308244,0.828973
391.2,0.691658,0.308342,0.828444
391.3,0.691559,0.308441,0.827931
391.4,0.691458,0.308542,0.827435
391.5,0.691356,0.308644,0.826956
391.6,0.691252,0.308747,0.826494
391.7,0.691148,0.308852,0.826048
391.8,0.691042,0.308958,0.825620
391.9,0.690935,0.309065,0.825208
392.0,0.690826,0.309174,0.824813
392.1,0.690716,0.309283,0.824435
392.2,0.690606,0.309394,0.824074
392.3,0.690493,0.309506,0.823729
392.4,0.690380,0.309620,0.823402
392.5,0.690266,0.309734,0.823091
392.6,0.690150,0.309850,0.822797
392.7,0.690034,0.309966,0.822520
392.8,0.689916,0.310084,0.822260
392.9,0.689797,0.310203,0.822016
393.0,0.689677,0.310323,0.821789
393.1,0.689556,0.310444,0.821580
393.2,0.689434,0.310566,0.821387
393.3,0.689311,0.310689,0.821211
393.4,0.689187,0.310813,0.821051
393.5,0.689062,0.310938,0.820909
393.6,0.688936,0.311064,0.820783
393.7,0.688809,0.311190,0.820675
393.8,0.688682,0.311318,0.820583
393.9,0.688553,0.311447,0.820508
394.0,0.688423,0.311576,0.820450
394.1,0.688293,0.311707,0.820409
394.2,0.688162,0.311838,0.820385
394.3,0.688029,0.311970,0.820378
394.4,0.687896,0.312103,0.820388
394.5,0.687763,0.312237,0.820415
394.6,0.687628,0.312372,0.820459
394.7,0.687493,0.312507,0.820520
394.8,0.687357,0.312643,0.820598
394.9,0.687220,0.312780,0.820694
395.0,0.687083,0.312917,0.820806
395.1,0.686945,0.313055,0.820935
395.2,0.686806,0.313194,0.821082
395.3,0.686666,0.313333,0.821245
395.4,0.686526,0.313474,0.821426
395.5,0.686386,0.313614,0.821624
395.6,0.686244,0.313756,0.821840
395.7,0.686102,0.313897,0.822072
395.8,0.685960,0.314040,0.822322
395.9,0.685817,0.314183,0.822590
396.0,0.685673,0.314326,0.822874
396.1,0.685529,0.314470,0.823176
396.2,0.685385,0.314615,0.823496
396.3,0.685240,0.314760,0.823833
396.4,0.685095,0.314905,0.824187
396.5,0.684949,0.315051,0.824559
396.6,0.684802,0.315197,0.824949
396.7,0.684656,0.315344,0.825356
396.8,0.684509,0.315491,0.825781
396.9,0.684361,0.315638,0.826223
397.0,0.684214,0.315786,0.826684
397.1,0.684066,0.315934,0.827162
397.2,0.683917,0.316082,0.827658
397.3,0.683769,0.316231,0.828171
397.4,0.683620,0.316380,0.828703
397.5,0.683471,0.316529,0.829252
397.6,0.683321,0.316678,0.829820
397.7,0.683172,0.316828,0.830406
397.8,0.683022,0.316978,0.831009
397.9,0.682872,0.317128,0.831631
398.0,0.682722,0.317278,0.832271
398.1,0.682572,0.317428,0.832929
398.2,0.682422,0.317578,0.833606
398.3,0.682271,0.317729,0.834301
398.4,0.682121,0.317879,0.835014
398.5,0.681970,0.318030,0.835746
398.6,0.681820,0.318180,0.836496
398.7,0.681669,0.318331,0.837265
398.8,0.681518,0.318481,0.838052
398.9,0.681368,0.318632,0.838858
399.0,0.681217,0.318782,0.839683
399.1,0.681067,0.318933,0.840527
399.2,0.680917,0.319083,0.841389
399.3,0.680766,0.319234,0.842271
399.4,0.680616,0.319384,0.843171
399.5,0.680466,0.319534,0.844091
399.6,0.680316,0.319684,0.845030
399.7,0.680167,0.319833,0.845988
399.8,0.680017,0.319983,0.846965
399.9,0.679868,0.320132,0.847961
400.0,0.679719,0.320281,0.848977
400.1,0.679570,0.320430,0.850013
400.2,0.679421,0.320578,0.851067
400.3,0.679273,0.320727,0.852139
400.4,0.679125,0.320875,0.853229
400.5,0.678977,0.321022,0.854335
400.6,0.678830,0.321170,0.855458
400.7,0.678683,0.321317,0.856596
400.8,0.678536,0.321464,0.857749
400.9,0.678389,0.321610,0.858915
401.0,0.678243,0.321756,0.860095
401.1,0.678097,0.321902,0.861288
401.2,0.677952,0.322048,0.862492
401.3,0.677807,0.322193,0.863708
401.4,0.677662,0.322338,0.864934
401.5,0.677518,0.322482,0.866170
401.6,0.677373,0.322626,0.867415
401.7,0.677230,0.322770,0.868668
401.8,0.677086,0.322913,0.869929
401.9,0.676943,0.323056,0.871196
402.0,0.676801,0.323199,0.872470
402.1,0.676659,0.323341,0.873749
402.2,0.676517,0.323483,0.875032
402.3,0.676376,0.323624,0.876320
402.4,0.676235,0.323765,0.877610
402.5,0.676095,0.323905,0.878903
402.6,0.675955,0.324045,0.880198
402.7,0.675815,0.324185,0.881493
402.8,0.675676,0.324324,0.882789
402.9,0.675537,0.324462,0.884083
403.0,0.675399,0.324601,0.885376
403.1,0.675262,0.324738,0.886667
403.2,0.675124,0.324875,0.887955
403.3,0.674988,0.325012,0.889239
403.4,0.674852,0.325148,0.890518
403.5,0.674716,0.325284,0.891792
403.6,0.674581,0.325419,0.893060
403.7,0.674446,0.325553,0.894320
403.8,0.674312,0.325687,0.895573
403.9,0.674179,0.325821,0.896817
404.0,0.674046,0.325954,0.898051
404.1,0.673913,0.326086,0.899275
404.2,0.673782,0.326218,0.900488
404.3,0.673650,0.326349,0.901689
404.4,0.673520,0.326480,0.902877
404.5,0.673390,0.326610,0.904052
404.6,0.673260,0.326740,0.905212
404.7,0.673131,0.326869,0.906356
404.8,0.673003,0.326997,0.907484
404.9,0.672875,0.327125,0.908596
405.0,0.672748,0.327252,0.909689
405.1,0.672622,0.327378,0.910764
405.2,0.672496,0.327504,0.911820
405.3,0.672370,0.327630,0.912859
405.4,0.672245,0.327755,0.913880
405.5,0.672120,0.327880,0.914885
405.6,0.671995,0.328005,0.915873
405.7,0.671869,0.328130,0.916846
405.8,0.671744,0.328256,0.917803
405.9,0.671618,0.328382,0.918745
406.0,0.671492,0.328508,0.919673
406.1,0.671365,0.328635,0.920588
406.2,0.671237,0.328763,0.921489
406.3,0.671108,0.328891,0.922377
406.4,0.670979,0.329021,0.923253
406.5,0.670848,0.329152,0.924118
406.6,0.670716,0.329284,0.924971
406.7,0.670583,0.329417,0.925813
